Object_Name,X,Y,Z
Curve.019,1.525,0.0,0.3912
Curve.019,1.5242,0.0,0.3908
Curve.019,1.5233,0.0,0.3904
Curve.019,1.5223,0.0,0.3902
Curve.019,1.5213,0.0,0.3902
Curve.019,1.5203,0.0,0.3902
Curve.019,1.5193,0.0,0.3904
Curve.019,1.5184,0.0,0.3908
Curve.019,1.5176,0.0,0.3912
Curve.019,1.5168,0.0,0.3917
Curve.019,1.5161,0.0,0.3923
Curve.019,1.5154,0.0,0.3931
Curve.019,1.5149,0.0,0.3938
Curve.019,1.5145,0.0,0.3947
Curve.019,1.5142,0.0,0.3956
Curve.019,1.514,0.0,0.3966
Curve.020,0.5314,0.0,0.5791
Curve.020,0.5315,0.0,0.5801
Curve.020,0.5317,0.0,0.5811
Curve.020,0.532,0.0,0.582
Curve.020,0.5324,0.0,0.5829
Curve.020,0.533,0.0,0.5837
Curve.020,0.5336,0.0,0.5844
Curve.020,0.5343,0.0,0.585
Curve.020,0.5351,0.0,0.5855
Curve.020,0.5359,0.0,0.586
Curve.020,0.5369,0.0,0.5863
Curve.020,0.5378,0.0,0.5865
Curve.020,0.5388,0.0,0.5865
Curve.020,0.5398,0.0,0.5865
Curve.020,0.5408,0.0,0.5863
Curve.020,0.5417,0.0,0.586
Curve.020,0.5426,0.0,0.5855
Curve.020,0.5434,0.0,0.585
Curve.020,0.5441,0.0,0.5844
Curve.020,0.5447,0.0,0.5837
Curve.020,0.5452,0.0,0.5829
Curve.020,0.5457,0.0,0.582
Curve.020,0.546,0.0,0.5811
Curve.020,0.5462,0.0,0.5801
Curve.020,0.5463,0.0,0.5791
Curve.020,0.5462,0.0,0.5781
Curve.020,0.546,0.0,0.5771
Curve.020,0.5457,0.0,0.5762
Curve.020,0.5452,0.0,0.5754
Curve.020,0.5447,0.0,0.5746
Curve.020,0.5441,0.0,0.5739
Curve.020,0.5434,0.0,0.5732
Curve.020,0.5426,0.0,0.5727
Curve.020,0.5417,0.0,0.5723
Curve.020,0.5408,0.0,0.572
Curve.020,0.5398,0.0,0.5718
Curve.020,0.5388,0.0,0.5717
Curve.020,0.5378,0.0,0.5718
Curve.020,0.5369,0.0,0.572
Curve.020,0.5359,0.0,0.5723
Curve.020,0.5351,0.0,0.5727
Curve.020,0.5343,0.0,0.5732
Curve.020,0.5336,0.0,0.5739
Curve.020,0.533,0.0,0.5746
Curve.020,0.5324,0.0,0.5754
Curve.020,0.532,0.0,0.5762
Curve.020,0.5317,0.0,0.5771
Curve.020,0.5315,0.0,0.5781
Curve.021,1.0463,0.0,0.4837
Curve.021,1.0464,0.0,0.4847
Curve.021,1.0466,0.0,0.4856
Curve.021,1.0469,0.0,0.4865
Curve.021,1.0474,0.0,0.4874
Curve.021,1.0479,0.0,0.4882
Curve.021,1.0485,0.0,0.4889
Curve.021,1.0492,0.0,0.4895
Curve.021,1.05,0.0,0.4901
Curve.021,1.0509,0.0,0.4905
Curve.021,1.0518,0.0,0.4908
Curve.021,1.0528,0.0,0.491
Curve.021,1.0538,0.0,0.4911
Curve.021,1.0548,0.0,0.491
Curve.021,1.0557,0.0,0.4908
Curve.021,1.0567,0.0,0.4905
Curve.021,1.0575,0.0,0.4901
Curve.021,1.0583,0.0,0.4895
Curve.021,1.059,0.0,0.4889
Curve.021,1.0596,0.0,0.4882
Curve.021,1.0602,0.0,0.4874
Curve.021,1.0606,0.0,0.4865
Curve.021,1.0609,0.0,0.4856
Curve.021,1.0611,0.0,0.4847
Curve.021,1.0612,0.0,0.4837
Curve.021,1.0611,0.0,0.4827
Curve.021,1.0609,0.0,0.4817
Curve.021,1.0606,0.0,0.4808
Curve.021,1.0602,0.0,0.4799
Curve.021,1.0596,0.0,0.4791
Curve.021,1.059,0.0,0.4784
Curve.021,1.0583,0.0,0.4778
Curve.021,1.0575,0.0,0.4773
Curve.021,1.0567,0.0,0.4768
Curve.021,1.0557,0.0,0.4765
Curve.021,1.0548,0.0,0.4763
Curve.021,1.0538,0.0,0.4762
Curve.021,1.0528,0.0,0.4763
Curve.021,1.0518,0.0,0.4765
Curve.021,1.0509,0.0,0.4768
Curve.021,1.05,0.0,0.4773
Curve.021,1.0492,0.0,0.4778
Curve.021,1.0485,0.0,0.4784
Curve.021,1.0479,0.0,0.4791
Curve.021,1.0474,0.0,0.4799
Curve.021,1.0469,0.0,0.4808
Curve.021,1.0466,0.0,0.4817
Curve.021,1.0464,0.0,0.4827
Curve.022,0.6847,0.0,0.585
Curve.022,0.6847,0.0,0.5861
Curve.022,0.6849,0.0,0.587
Curve.022,0.6852,0.0,0.5879
Curve.022,0.6857,0.0,0.5888
Curve.022,0.6862,0.0,0.5896
Curve.022,0.6868,0.0,0.5903
Curve.022,0.6876,0.0,0.5909
Curve.022,0.6883,0.0,0.5914
Curve.022,0.6892,0.0,0.5919
Curve.022,0.6901,0.0,0.5922
Curve.022,0.6911,0.0,0.5924
Curve.022,0.6921,0.0,0.5925
Curve.022,0.6931,0.0,0.5924
Curve.022,0.6941,0.0,0.5922
Curve.022,0.695,0.0,0.5919
Curve.022,0.6958,0.0,0.5914
Curve.022,0.6966,0.0,0.5909
Curve.022,0.6973,0.0,0.5903
Curve.022,0.698,0.0,0.5896
Curve.022,0.6985,0.0,0.5888
Curve.022,0.6989,0.0,0.5879
Curve.022,0.6992,0.0,0.587
Curve.022,0.6994,0.0,0.5861
Curve.022,0.6995,0.0,0.585
Curve.022,0.6994,0.0,0.584
Curve.022,0.6992,0.0,0.5831
Curve.022,0.6989,0.0,0.5822
Curve.022,0.6985,0.0,0.5813
Curve.022,0.698,0.0,0.5805
Curve.022,0.6973,0.0,0.5798
Curve.022,0.6966,0.0,0.5792
Curve.022,0.6958,0.0,0.5786
Curve.022,0.695,0.0,0.5782
Curve.022,0.6941,0.0,0.5779
Curve.022,0.6931,0.0,0.5777
Curve.022,0.6921,0.0,0.5776
Curve.022,0.6911,0.0,0.5777
Curve.022,0.6901,0.0,0.5779
Curve.022,0.6892,0.0,0.5782
Curve.022,0.6883,0.0,0.5786
Curve.022,0.6876,0.0,0.5792
Curve.022,0.6868,0.0,0.5798
Curve.022,0.6862,0.0,0.5805
Curve.022,0.6857,0.0,0.5813
Curve.022,0.6852,0.0,0.5822
Curve.022,0.6849,0.0,0.5831
Curve.022,0.6847,0.0,0.584
Curve.023,0.7487,0.0,0.4805
Curve.023,0.7488,0.0,0.4815
Curve.023,0.749,0.0,0.4825
Curve.023,0.7493,0.0,0.4834
Curve.023,0.7497,0.0,0.4843
Curve.023,0.7503,0.0,0.4851
Curve.023,0.7509,0.0,0.4858
Curve.023,0.7516,0.0,0.4864
Curve.023,0.7524,0.0,0.4869
Curve.023,0.7532,0.0,0.4874
Curve.023,0.7542,0.0,0.4877
Curve.023,0.7551,0.0,0.4879
Curve.023,0.7561,0.0,0.4879
Curve.023,0.7571,0.0,0.4879
Curve.023,0.7581,0.0,0.4877
Curve.023,0.759,0.0,0.4874
Curve.023,0.7599,0.0,0.4869
Curve.023,0.7607,0.0,0.4864
Curve.023,0.7614,0.0,0.4858
Curve.023,0.762,0.0,0.4851
Curve.023,0.7625,0.0,0.4843
Curve.023,0.763,0.0,0.4834
Curve.023,0.7633,0.0,0.4825
Curve.023,0.7635,0.0,0.4815
Curve.023,0.7636,0.0,0.4805
Curve.023,0.7635,0.0,0.4795
Curve.023,0.7633,0.0,0.4786
Curve.023,0.763,0.0,0.4776
Curve.023,0.7625,0.0,0.4768
Curve.023,0.762,0.0,0.476
Curve.023,0.7614,0.0,0.4753
Curve.023,0.7607,0.0,0.4747
Curve.023,0.7599,0.0,0.4741
Curve.023,0.759,0.0,0.4737
Curve.023,0.7581,0.0,0.4734
Curve.023,0.7571,0.0,0.4732
Curve.023,0.7561,0.0,0.4731
Curve.023,0.7551,0.0,0.4732
Curve.023,0.7542,0.0,0.4734
Curve.023,0.7532,0.0,0.4737
Curve.023,0.7524,0.0,0.4741
Curve.023,0.7516,0.0,0.4747
Curve.023,0.7509,0.0,0.4753
Curve.023,0.7503,0.0,0.476
Curve.023,0.7497,0.0,0.4768
Curve.023,0.7493,0.0,0.4776
Curve.023,0.749,0.0,0.4786
Curve.023,0.7488,0.0,0.4795
Curve.024,1.2202,0.0,0.5464
Curve.024,1.2203,0.0,0.5474
Curve.024,1.2205,0.0,0.5483
Curve.024,1.2208,0.0,0.5492
Curve.024,1.2212,0.0,0.5501
Curve.024,1.2217,0.0,0.5509
Curve.024,1.2224,0.0,0.5516
Curve.024,1.2231,0.0,0.5522
Curve.024,1.2239,0.0,0.5527
Curve.024,1.2247,0.0,0.5532
Curve.024,1.2256,0.0,0.5535
Curve.024,1.2266,0.0,0.5537
Curve.024,1.2276,0.0,0.5538
Curve.024,1.2286,0.0,0.5537
Curve.024,1.2296,0.0,0.5535
Curve.024,1.2305,0.0,0.5532
Curve.024,1.2313,0.0,0.5527
Curve.024,1.2321,0.0,0.5522
Curve.024,1.2328,0.0,0.5516
Curve.024,1.2335,0.0,0.5509
Curve.024,1.234,0.0,0.5501
Curve.024,1.2344,0.0,0.5492
Curve.024,1.2347,0.0,0.5483
Curve.024,1.2349,0.0,0.5474
Curve.024,1.235,0.0,0.5464
Curve.024,1.2349,0.0,0.5454
Curve.024,1.2347,0.0,0.5444
Curve.024,1.2344,0.0,0.5435
Curve.024,1.234,0.0,0.5426
Curve.024,1.2335,0.0,0.5418
Curve.024,1.2328,0.0,0.5411
Curve.024,1.2321,0.0,0.5405
Curve.024,1.2313,0.0,0.54
Curve.024,1.2305,0.0,0.5395
Curve.024,1.2296,0.0,0.5392
Curve.024,1.2286,0.0,0.539
Curve.024,1.2276,0.0,0.539
Curve.024,1.2266,0.0,0.539
Curve.024,1.2256,0.0,0.5392
Curve.024,1.2247,0.0,0.5395
Curve.024,1.2239,0.0,0.54
Curve.024,1.2231,0.0,0.5405
Curve.024,1.2224,0.0,0.5411
Curve.024,1.2217,0.0,0.5418
Curve.024,1.2212,0.0,0.5426
Curve.024,1.2208,0.0,0.5435
Curve.024,1.2205,0.0,0.5444
Curve.024,1.2203,0.0,0.5454
Curve.025,1.4801,0.0,0.693
Curve.025,1.4802,0.0,0.694
Curve.025,1.4804,0.0,0.695
Curve.025,1.4807,0.0,0.6959
Curve.025,1.4811,0.0,0.6967
Curve.025,1.4817,0.0,0.6975
Curve.025,1.4823,0.0,0.6982
Curve.025,1.483,0.0,0.6989
Curve.025,1.4838,0.0,0.6994
Curve.025,1.4846,0.0,0.6998
Curve.025,1.4856,0.0,0.7001
Curve.025,1.4865,0.0,0.7003
Curve.025,1.4875,0.0,0.7004
Curve.025,1.4885,0.0,0.7003
Curve.025,1.4895,0.0,0.7001
Curve.025,1.4904,0.0,0.6998
Curve.025,1.4913,0.0,0.6994
Curve.025,1.492,0.0,0.6989
Curve.025,1.4928,0.0,0.6982
Curve.025,1.4934,0.0,0.6975
Curve.025,1.4939,0.0,0.6967
Curve.025,1.4943,0.0,0.6959
Curve.025,1.4947,0.0,0.695
Curve.025,1.4949,0.0,0.694
Curve.025,1.4949,0.0,0.693
Curve.025,1.4949,0.0,0.692
Curve.025,1.4947,0.0,0.691
Curve.025,1.4943,0.0,0.6901
Curve.025,1.4939,0.0,0.6893
Curve.025,1.4934,0.0,0.6885
Curve.025,1.4928,0.0,0.6878
Curve.025,1.492,0.0,0.6872
Curve.025,1.4913,0.0,0.6866
Curve.025,1.4904,0.0,0.6862
Curve.025,1.4895,0.0,0.6859
Curve.025,1.4885,0.0,0.6857
Curve.025,1.4875,0.0,0.6856
Curve.025,1.4865,0.0,0.6857
Curve.025,1.4856,0.0,0.6859
Curve.025,1.4846,0.0,0.6862
Curve.025,1.4838,0.0,0.6866
Curve.025,1.483,0.0,0.6872
Curve.025,1.4823,0.0,0.6878
Curve.025,1.4817,0.0,0.6885
Curve.025,1.4811,0.0,0.6893
Curve.025,1.4807,0.0,0.6901
Curve.025,1.4804,0.0,0.691
Curve.025,1.4802,0.0,0.692
Curve.026,1.6772,0.0,0.603
Curve.026,1.6773,0.0,0.604
Curve.026,1.6775,0.0,0.605
Curve.026,1.6778,0.0,0.6059
Curve.026,1.6782,0.0,0.6067
Curve.026,1.6787,0.0,0.6075
Curve.026,1.6794,0.0,0.6082
Curve.026,1.6801,0.0,0.6089
Curve.026,1.6809,0.0,0.6094
Curve.026,1.6817,0.0,0.6098
Curve.026,1.6826,0.0,0.6101
Curve.026,1.6836,0.0,0.6103
Curve.026,1.6846,0.0,0.6104
Curve.026,1.6856,0.0,0.6103
Curve.026,1.6866,0.0,0.6101
Curve.026,1.6875,0.0,0.6098
Curve.026,1.6883,0.0,0.6094
Curve.026,1.6891,0.0,0.6089
Curve.026,1.6898,0.0,0.6082
Curve.026,1.6904,0.0,0.6075
Curve.026,1.691,0.0,0.6067
Curve.026,1.6914,0.0,0.6059
Curve.026,1.6917,0.0,0.605
Curve.026,1.6919,0.0,0.604
Curve.026,1.692,0.0,0.603
Curve.026,1.6919,0.0,0.602
Curve.026,1.6917,0.0,0.601
Curve.026,1.6914,0.0,0.6001
Curve.026,1.691,0.0,0.5993
Curve.026,1.6904,0.0,0.5985
Curve.026,1.6898,0.0,0.5978
Curve.026,1.6891,0.0,0.5971
Curve.026,1.6883,0.0,0.5966
Curve.026,1.6875,0.0,0.5962
Curve.026,1.6866,0.0,0.5959
Curve.026,1.6856,0.0,0.5957
Curve.026,1.6846,0.0,0.5956
Curve.026,1.6836,0.0,0.5957
Curve.026,1.6826,0.0,0.5959
Curve.026,1.6817,0.0,0.5962
Curve.026,1.6809,0.0,0.5966
Curve.026,1.6801,0.0,0.5971
Curve.026,1.6794,0.0,0.5978
Curve.026,1.6787,0.0,0.5985
Curve.026,1.6782,0.0,0.5993
Curve.026,1.6778,0.0,0.6001
Curve.026,1.6775,0.0,0.601
Curve.026,1.6773,0.0,0.602
Curve.027,1.7444,0.0,0.56
Curve.027,1.7444,0.0,0.561
Curve.027,1.7446,0.0,0.562
Curve.027,1.7449,0.0,0.5629
Curve.027,1.7454,0.0,0.5638
Curve.027,1.7459,0.0,0.5645
Curve.027,1.7465,0.0,0.5653
Curve.027,1.7472,0.0,0.5659
Curve.027,1.748,0.0,0.5664
Curve.027,1.7489,0.0,0.5668
Curve.027,1.7498,0.0,0.5672
Curve.027,1.7508,0.0,0.5674
Curve.027,1.7518,0.0,0.5674
Curve.027,1.7528,0.0,0.5674
Curve.027,1.7537,0.0,0.5672
Curve.027,1.7546,0.0,0.5668
Curve.027,1.7555,0.0,0.5664
Curve.027,1.7563,0.0,0.5659
Curve.027,1.757,0.0,0.5653
Curve.027,1.7576,0.0,0.5645
Curve.027,1.7581,0.0,0.5638
Curve.027,1.7586,0.0,0.5629
Curve.027,1.7589,0.0,0.562
Curve.027,1.7591,0.0,0.561
Curve.027,1.7592,0.0,0.56
Curve.027,1.7591,0.0,0.559
Curve.027,1.7589,0.0,0.5581
Curve.027,1.7586,0.0,0.5572
Curve.027,1.7581,0.0,0.5563
Curve.027,1.7576,0.0,0.5555
Curve.027,1.757,0.0,0.5548
Curve.027,1.7563,0.0,0.5542
Curve.027,1.7555,0.0,0.5536
Curve.027,1.7546,0.0,0.5532
Curve.027,1.7537,0.0,0.5529
Curve.027,1.7528,0.0,0.5527
Curve.027,1.7518,0.0,0.5526
Curve.027,1.7508,0.0,0.5527
Curve.027,1.7498,0.0,0.5529
Curve.027,1.7489,0.0,0.5532
Curve.027,1.748,0.0,0.5536
Curve.027,1.7472,0.0,0.5542
Curve.027,1.7465,0.0,0.5548
Curve.027,1.7459,0.0,0.5555
Curve.027,1.7454,0.0,0.5563
Curve.027,1.7449,0.0,0.5572
Curve.027,1.7446,0.0,0.5581
Curve.027,1.7444,0.0,0.559
Curve.028,1.7554,0.0,0.6772
Curve.028,1.7555,0.0,0.6782
Curve.028,1.7557,0.0,0.6792
Curve.028,1.756,0.0,0.6801
Curve.028,1.7564,0.0,0.6809
Curve.028,1.7569,0.0,0.6817
Curve.028,1.7576,0.0,0.6824
Curve.028,1.7583,0.0,0.6831
Curve.028,1.7591,0.0,0.6836
Curve.028,1.7599,0.0,0.684
Curve.028,1.7608,0.0,0.6843
Curve.028,1.7618,0.0,0.6845
Curve.028,1.7628,0.0,0.6846
Curve.028,1.7638,0.0,0.6845
Curve.028,1.7648,0.0,0.6843
Curve.028,1.7657,0.0,0.684
Curve.028,1.7665,0.0,0.6836
Curve.028,1.7673,0.0,0.6831
Curve.028,1.768,0.0,0.6824
Curve.028,1.7686,0.0,0.6817
Curve.028,1.7692,0.0,0.6809
Curve.028,1.7696,0.0,0.6801
Curve.028,1.7699,0.0,0.6792
Curve.028,1.7701,0.0,0.6782
Curve.028,1.7702,0.0,0.6772
Curve.028,1.7701,0.0,0.6762
Curve.028,1.7699,0.0,0.6752
Curve.028,1.7696,0.0,0.6743
Curve.028,1.7692,0.0,0.6735
Curve.028,1.7686,0.0,0.6727
Curve.028,1.768,0.0,0.672
Curve.028,1.7673,0.0,0.6714
Curve.028,1.7665,0.0,0.6708
Curve.028,1.7657,0.0,0.6704
Curve.028,1.7648,0.0,0.6701
Curve.028,1.7638,0.0,0.6699
Curve.028,1.7628,0.0,0.6698
Curve.028,1.7618,0.0,0.6699
Curve.028,1.7608,0.0,0.6701
Curve.028,1.7599,0.0,0.6704
Curve.028,1.7591,0.0,0.6708
Curve.028,1.7583,0.0,0.6714
Curve.028,1.7576,0.0,0.672
Curve.028,1.7569,0.0,0.6727
Curve.028,1.7564,0.0,0.6735
Curve.028,1.756,0.0,0.6743
Curve.028,1.7557,0.0,0.6752
Curve.028,1.7555,0.0,0.6762
Curve.029,0.7756,0.0,0.8431
Curve.029,0.7756,0.0,0.8441
Curve.029,0.7758,0.0,0.8451
Curve.029,0.7761,0.0,0.846
Curve.029,0.7766,0.0,0.8468
Curve.029,0.7771,0.0,0.8476
Curve.029,0.7777,0.0,0.8483
Curve.029,0.7784,0.0,0.849
Curve.029,0.7792,0.0,0.8495
Curve.029,0.7801,0.0,0.8499
Curve.029,0.781,0.0,0.8502
Curve.029,0.782,0.0,0.8504
Curve.029,0.783,0.0,0.8505
Curve.029,0.784,0.0,0.8504
Curve.029,0.7849,0.0,0.8502
Curve.029,0.7858,0.0,0.8499
Curve.029,0.7867,0.0,0.8495
Curve.029,0.7875,0.0,0.849
Curve.029,0.7882,0.0,0.8483
Curve.029,0.7888,0.0,0.8476
Curve.029,0.7893,0.0,0.8468
Curve.029,0.7898,0.0,0.846
Curve.029,0.7901,0.0,0.8451
Curve.029,0.7903,0.0,0.8441
Curve.029,0.7904,0.0,0.8431
Curve.029,0.7903,0.0,0.8421
Curve.029,0.7901,0.0,0.8411
Curve.029,0.7898,0.0,0.8402
Curve.029,0.7893,0.0,0.8394
Curve.029,0.7888,0.0,0.8386
Curve.029,0.7882,0.0,0.8379
Curve.029,0.7875,0.0,0.8373
Curve.029,0.7867,0.0,0.8367
Curve.029,0.7858,0.0,0.8363
Curve.029,0.7849,0.0,0.836
Curve.029,0.784,0.0,0.8358
Curve.029,0.783,0.0,0.8357
Curve.029,0.782,0.0,0.8358
Curve.029,0.781,0.0,0.836
Curve.029,0.7801,0.0,0.8363
Curve.029,0.7792,0.0,0.8367
Curve.029,0.7784,0.0,0.8373
Curve.029,0.7777,0.0,0.8379
Curve.029,0.7771,0.0,0.8386
Curve.029,0.7766,0.0,0.8394
Curve.029,0.7761,0.0,0.8402
Curve.029,0.7758,0.0,0.8411
Curve.029,0.7756,0.0,0.8421
Curve.030,0.7759,0.0,0.6733
Curve.030,0.776,0.0,0.6746
Curve.030,0.7762,0.0,0.6759
Curve.030,0.7767,0.0,0.6771
Curve.030,0.7772,0.0,0.6782
Curve.030,0.7779,0.0,0.6793
Curve.030,0.7788,0.0,0.6802
Curve.030,0.7797,0.0,0.6811
Curve.030,0.7808,0.0,0.6818
Curve.030,0.7819,0.0,0.6824
Curve.030,0.7831,0.0,0.6828
Curve.030,0.7844,0.0,0.683
Curve.030,0.7858,0.0,0.6831
Curve.030,0.7871,0.0,0.683
Curve.030,0.7884,0.0,0.6828
Curve.030,0.7896,0.0,0.6824
Curve.030,0.7907,0.0,0.6818
Curve.030,0.7918,0.0,0.6811
Curve.030,0.7927,0.0,0.6802
Curve.030,0.7936,0.0,0.6793
Curve.030,0.7943,0.0,0.6782
Curve.030,0.7949,0.0,0.6771
Curve.030,0.7953,0.0,0.6759
Curve.030,0.7956,0.0,0.6746
Curve.030,0.7956,0.0,0.6733
Curve.030,0.7956,0.0,0.6719
Curve.030,0.7953,0.0,0.6706
Curve.030,0.7949,0.0,0.6694
Curve.030,0.7943,0.0,0.6683
Curve.030,0.7936,0.0,0.6672
Curve.030,0.7927,0.0,0.6663
Curve.030,0.7918,0.0,0.6654
Curve.030,0.7907,0.0,0.6647
Curve.030,0.7896,0.0,0.6642
Curve.030,0.7884,0.0,0.6637
Curve.030,0.7871,0.0,0.6635
Curve.030,0.7858,0.0,0.6634
Curve.030,0.7844,0.0,0.6635
Curve.030,0.7831,0.0,0.6637
Curve.030,0.7819,0.0,0.6642
Curve.030,0.7808,0.0,0.6647
Curve.030,0.7797,0.0,0.6654
Curve.030,0.7788,0.0,0.6663
Curve.030,0.7779,0.0,0.6672
Curve.030,0.7772,0.0,0.6683
Curve.030,0.7767,0.0,0.6694
Curve.030,0.7762,0.0,0.6706
Curve.030,0.776,0.0,0.6719
Curve.031,0.8352,0.0,0.5482
Curve.031,0.8352,0.0,0.5495
Curve.031,0.8355,0.0,0.5508
Curve.031,0.8359,0.0,0.552
Curve.031,0.8365,0.0,0.5532
Curve.031,0.8372,0.0,0.5542
Curve.031,0.838,0.0,0.5552
Curve.031,0.839,0.0,0.556
Curve.031,0.84,0.0,0.5567
Curve.031,0.8412,0.0,0.5573
Curve.031,0.8424,0.0,0.5577
Curve.031,0.8437,0.0,0.558
Curve.031,0.845,0.0,0.5581
Curve.031,0.8464,0.0,0.558
Curve.031,0.8477,0.0,0.5577
Curve.031,0.8489,0.0,0.5573
Curve.031,0.85,0.0,0.5567
Curve.031,0.8511,0.0,0.556
Curve.031,0.852,0.0,0.5552
Curve.031,0.8528,0.0,0.5542
Curve.031,0.8536,0.0,0.5532
Curve.031,0.8541,0.0,0.552
Curve.031,0.8546,0.0,0.5508
Curve.031,0.8548,0.0,0.5495
Curve.031,0.8549,0.0,0.5482
Curve.031,0.8548,0.0,0.5468
Curve.031,0.8546,0.0,0.5456
Curve.031,0.8541,0.0,0.5443
Curve.031,0.8536,0.0,0.5432
Curve.031,0.8528,0.0,0.5421
Curve.031,0.852,0.0,0.5412
Curve.031,0.8511,0.0,0.5404
Curve.031,0.85,0.0,0.5397
Curve.031,0.8489,0.0,0.5391
Curve.031,0.8477,0.0,0.5387
Curve.031,0.8464,0.0,0.5384
Curve.031,0.845,0.0,0.5383
Curve.031,0.8437,0.0,0.5384
Curve.031,0.8424,0.0,0.5387
Curve.031,0.8412,0.0,0.5391
Curve.031,0.84,0.0,0.5397
Curve.031,0.839,0.0,0.5404
Curve.031,0.838,0.0,0.5412
Curve.031,0.8372,0.0,0.5421
Curve.031,0.8365,0.0,0.5432
Curve.031,0.8359,0.0,0.5443
Curve.031,0.8355,0.0,0.5456
Curve.031,0.8352,0.0,0.5468
Curve.032,1.545,0.0,0.6785
Curve.032,1.5451,0.0,0.6799
Curve.032,1.5453,0.0,0.6812
Curve.032,1.5458,0.0,0.6824
Curve.032,1.5463,0.0,0.6835
Curve.032,1.5471,0.0,0.6846
Curve.032,1.5479,0.0,0.6855
Curve.032,1.5488,0.0,0.6863
Curve.032,1.5499,0.0,0.6871
Curve.032,1.551,0.0,0.6876
Curve.032,1.5522,0.0,0.6881
Curve.032,1.5535,0.0,0.6883
Curve.032,1.5549,0.0,0.6884
Curve.032,1.5562,0.0,0.6883
Curve.032,1.5575,0.0,0.6881
Curve.032,1.5587,0.0,0.6876
Curve.032,1.5599,0.0,0.6871
Curve.032,1.5609,0.0,0.6863
Curve.032,1.5619,0.0,0.6855
Curve.032,1.5627,0.0,0.6846
Curve.032,1.5634,0.0,0.6835
Curve.032,1.564,0.0,0.6824
Curve.032,1.5644,0.0,0.6812
Curve.032,1.5647,0.0,0.6799
Curve.032,1.5647,0.0,0.6785
Curve.032,1.5647,0.0,0.6772
Curve.032,1.5644,0.0,0.6759
Curve.032,1.564,0.0,0.6747
Curve.032,1.5634,0.0,0.6735
Curve.032,1.5627,0.0,0.6725
Curve.032,1.5619,0.0,0.6715
Curve.032,1.5609,0.0,0.6707
Curve.032,1.5599,0.0,0.67
Curve.032,1.5587,0.0,0.6694
Curve.032,1.5575,0.0,0.669
Curve.032,1.5562,0.0,0.6687
Curve.032,1.5549,0.0,0.6687
Curve.032,1.5535,0.0,0.6687
Curve.032,1.5522,0.0,0.669
Curve.032,1.551,0.0,0.6694
Curve.032,1.5499,0.0,0.67
Curve.032,1.5488,0.0,0.6707
Curve.032,1.5479,0.0,0.6715
Curve.032,1.5471,0.0,0.6725
Curve.032,1.5463,0.0,0.6735
Curve.032,1.5458,0.0,0.6747
Curve.032,1.5453,0.0,0.6759
Curve.032,1.5451,0.0,0.6772
Curve.033,1.8005,0.0,0.693
Curve.033,1.8006,0.0,0.6944
Curve.033,1.8008,0.0,0.6956
Curve.033,1.8013,0.0,0.6969
Curve.033,1.8018,0.0,0.698
Curve.033,1.8025,0.0,0.699
Curve.033,1.8034,0.0,0.7
Curve.033,1.8043,0.0,0.7008
Curve.033,1.8054,0.0,0.7015
Curve.033,1.8065,0.0,0.7021
Curve.033,1.8077,0.0,0.7025
Curve.033,1.809,0.0,0.7028
Curve.033,1.8104,0.0,0.7029
Curve.033,1.8117,0.0,0.7028
Curve.033,1.813,0.0,0.7025
Curve.033,1.8142,0.0,0.7021
Curve.033,1.8153,0.0,0.7015
Curve.033,1.8164,0.0,0.7008
Curve.033,1.8173,0.0,0.7
Curve.033,1.8182,0.0,0.699
Curve.033,1.8189,0.0,0.698
Curve.033,1.8195,0.0,0.6969
Curve.033,1.8199,0.0,0.6956
Curve.033,1.8201,0.0,0.6944
Curve.033,1.8202,0.0,0.693
Curve.033,1.8201,0.0,0.6917
Curve.033,1.8199,0.0,0.6904
Curve.033,1.8195,0.0,0.6892
Curve.033,1.8189,0.0,0.688
Curve.033,1.8182,0.0,0.687
Curve.033,1.8173,0.0,0.686
Curve.033,1.8164,0.0,0.6852
Curve.033,1.8153,0.0,0.6845
Curve.033,1.8142,0.0,0.6839
Curve.033,1.813,0.0,0.6835
Curve.033,1.8117,0.0,0.6832
Curve.033,1.8104,0.0,0.6831
Curve.033,1.809,0.0,0.6832
Curve.033,1.8077,0.0,0.6835
Curve.033,1.8065,0.0,0.6839
Curve.033,1.8054,0.0,0.6845
Curve.033,1.8043,0.0,0.6852
Curve.033,1.8034,0.0,0.686
Curve.033,1.8025,0.0,0.687
Curve.033,1.8018,0.0,0.688
Curve.033,1.8013,0.0,0.6892
Curve.033,1.8008,0.0,0.6904
Curve.033,1.8006,0.0,0.6917
Curve.034,1.6741,0.0,0.747
Curve.034,1.6741,0.0,0.7483
Curve.034,1.6744,0.0,0.7496
Curve.034,1.6748,0.0,0.7508
Curve.034,1.6754,0.0,0.752
Curve.034,1.6761,0.0,0.753
Curve.034,1.6769,0.0,0.754
Curve.034,1.6779,0.0,0.7548
Curve.034,1.6789,0.0,0.7555
Curve.034,1.6801,0.0,0.7561
Curve.034,1.6813,0.0,0.7565
Curve.034,1.6826,0.0,0.7568
Curve.034,1.6839,0.0,0.7569
Curve.034,1.6853,0.0,0.7568
Curve.034,1.6866,0.0,0.7565
Curve.034,1.6878,0.0,0.7561
Curve.034,1.6889,0.0,0.7555
Curve.034,1.69,0.0,0.7548
Curve.034,1.6909,0.0,0.754
