Object_Name,X,Y,Z
Curve.004,0.5416,0.0,0.6278
Curve.005,0.5671,0.0,0.5502
Curve.005,0.5672,0.0,0.5515
Curve.005,0.5675,0.0,0.5528
Curve.005,0.5679,0.0,0.554
Curve.005,0.5685,0.0,0.5551
Curve.005,0.5692,0.0,0.5562
Curve.005,0.57,0.0,0.5571
Curve.005,0.571,0.0,0.558
Curve.005,0.572,0.0,0.5587
Curve.005,0.5732,0.0,0.5593
Curve.005,0.5744,0.0,0.5597
Curve.005,0.5757,0.0,0.5599
Curve.005,0.577,0.0,0.56
Curve.005,0.5784,0.0,0.5599
Curve.005,0.5797,0.0,0.5597
Curve.005,0.5809,0.0,0.5593
Curve.005,0.582,0.0,0.5587
Curve.005,0.5831,0.0,0.558
Curve.005,0.584,0.0,0.5571
Curve.005,0.5848,0.0,0.5562
Curve.005,0.5856,0.0,0.5551
Curve.005,0.5861,0.0,0.554
Curve.005,0.5866,0.0,0.5528
Curve.005,0.5868,0.0,0.5515
Curve.005,0.5869,0.0,0.5502
Curve.005,0.5868,0.0,0.5488
Curve.005,0.5866,0.0,0.5475
Curve.005,0.5861,0.0,0.5463
Curve.005,0.5856,0.0,0.5452
Curve.005,0.5848,0.0,0.5441
Curve.005,0.584,0.0,0.5432
Curve.005,0.5831,0.0,0.5423
Curve.005,0.582,0.0,0.5416
Curve.005,0.5809,0.0,0.5411
Curve.005,0.5797,0.0,0.5406
Curve.005,0.5784,0.0,0.5404
Curve.005,0.577,0.0,0.5403
Curve.005,0.5757,0.0,0.5404
Curve.005,0.5744,0.0,0.5406
Curve.005,0.5732,0.0,0.5411
Curve.005,0.572,0.0,0.5416
Curve.005,0.571,0.0,0.5423
Curve.005,0.57,0.0,0.5432
Curve.005,0.5692,0.0,0.5441
Curve.005,0.5685,0.0,0.5452
Curve.005,0.5679,0.0,0.5463
Curve.005,0.5675,0.0,0.5475
Curve.005,0.5672,0.0,0.5488
Curve.006,0.4472,0.0,0.6173
Curve.006,0.4472,0.0,0.6183
Curve.006,0.4474,0.0,0.6193
Curve.006,0.4477,0.0,0.6202
Curve.006,0.4482,0.0,0.621
Curve.006,0.4487,0.0,0.6218
Curve.006,0.4493,0.0,0.6225
Curve.006,0.45,0.0,0.6232
Curve.006,0.4508,0.0,0.6237
Curve.006,0.4517,0.0,0.6241
Curve.006,0.4526,0.0,0.6244
Curve.006,0.4535,0.0,0.6246
Curve.006,0.4545,0.0,0.6247
Curve.006,0.4556,0.0,0.6246
Curve.006,0.4565,0.0,0.6244
Curve.006,0.4574,0.0,0.6241
Curve.006,0.4583,0.0,0.6237
Curve.006,0.4591,0.0,0.6232
Curve.006,0.4598,0.0,0.6225
Curve.006,0.4604,0.0,0.6218
Curve.006,0.4609,0.0,0.621
Curve.006,0.4614,0.0,0.6202
Curve.006,0.4617,0.0,0.6193
Curve.006,0.4619,0.0,0.6183
Curve.006,0.4619,0.0,0.6173
Curve.006,0.4619,0.0,0.6163
Curve.006,0.4617,0.0,0.6153
Curve.006,0.4614,0.0,0.6144
Curve.006,0.4609,0.0,0.6136
Curve.006,0.4604,0.0,0.6128
Curve.006,0.4598,0.0,0.6121
Curve.006,0.4591,0.0,0.6115
Curve.006,0.4583,0.0,0.6109
Curve.006,0.4574,0.0,0.6105
Curve.006,0.4565,0.0,0.6102
Curve.006,0.4556,0.0,0.61
Curve.006,0.4545,0.0,0.6099
Curve.006,0.4535,0.0,0.61
Curve.006,0.4526,0.0,0.6102
Curve.006,0.4517,0.0,0.6105
Curve.006,0.4508,0.0,0.6109
Curve.006,0.45,0.0,0.6115
Curve.006,0.4493,0.0,0.6121
Curve.006,0.4487,0.0,0.6128
Curve.006,0.4482,0.0,0.6136
Curve.006,0.4477,0.0,0.6144
Curve.006,0.4474,0.0,0.6153
Curve.006,0.4472,0.0,0.6163
Curve.007,0.8488,0.0,0.4621
Curve.007,0.8489,0.0,0.4631
Curve.007,0.8491,0.0,0.4641
Curve.007,0.8494,0.0,0.465
Curve.007,0.8498,0.0,0.4659
Curve.007,0.8503,0.0,0.4666
Curve.007,0.851,0.0,0.4674
Curve.007,0.8517,0.0,0.468
Curve.007,0.8525,0.0,0.4685
Curve.007,0.8533,0.0,0.4689
Curve.007,0.8542,0.0,0.4693
Curve.007,0.8552,0.0,0.4695
Curve.007,0.8562,0.0,0.4695
Curve.007,0.8572,0.0,0.4695
Curve.007,0.8582,0.0,0.4693
Curve.007,0.8591,0.0,0.4689
Curve.007,0.86,0.0,0.4685
Curve.007,0.8608,0.0,0.468
Curve.007,0.8615,0.0,0.4674
Curve.007,0.8621,0.0,0.4666
Curve.007,0.8626,0.0,0.4659
Curve.007,0.8631,0.0,0.465
Curve.007,0.8634,0.0,0.4641
Curve.007,0.8636,0.0,0.4631
Curve.007,0.8636,0.0,0.4621
Curve.007,0.8636,0.0,0.4611
Curve.007,0.8634,0.0,0.4601
Curve.007,0.8631,0.0,0.4592
Curve.007,0.8626,0.0,0.4584
Curve.007,0.8621,0.0,0.4576
Curve.007,0.8615,0.0,0.4569
Curve.007,0.8608,0.0,0.4562
Curve.007,0.86,0.0,0.4557
Curve.007,0.8591,0.0,0.4553
Curve.007,0.8582,0.0,0.455
Curve.007,0.8572,0.0,0.4548
Curve.007,0.8562,0.0,0.4547
Curve.007,0.8552,0.0,0.4548
Curve.007,0.8542,0.0,0.455
Curve.007,0.8533,0.0,0.4553
Curve.007,0.8525,0.0,0.4557
Curve.007,0.8517,0.0,0.4562
Curve.007,0.851,0.0,0.4569
Curve.007,0.8503,0.0,0.4576
Curve.007,0.8498,0.0,0.4584
Curve.007,0.8494,0.0,0.4592
Curve.007,0.8491,0.0,0.4601
Curve.007,0.8489,0.0,0.4611
Curve.008,1.4788,0.0,0.5929
Curve.008,1.4789,0.0,0.5939
Curve.008,1.4791,0.0,0.5949
Curve.008,1.4794,0.0,0.5958
Curve.008,1.4798,0.0,0.5967
Curve.008,1.4804,0.0,0.5975
Curve.008,1.481,0.0,0.5982
Curve.008,1.4817,0.0,0.5988
Curve.008,1.4825,0.0,0.5993
Curve.008,1.4833,0.0,0.5998
Curve.008,1.4842,0.0,0.6001
Curve.008,1.4852,0.0,0.6003
Curve.008,1.4862,0.0,0.6003
Curve.008,1.4872,0.0,0.6003
Curve.008,1.4882,0.0,0.6001
Curve.008,1.4891,0.0,0.5998
Curve.008,1.4899,0.0,0.5993
Curve.008,1.4907,0.0,0.5988
Curve.008,1.4914,0.0,0.5982
Curve.008,1.4921,0.0,0.5975
Curve.008,1.4926,0.0,0.5967
Curve.008,1.493,0.0,0.5958
Curve.008,1.4933,0.0,0.5949
Curve.008,1.4935,0.0,0.5939
Curve.008,1.4936,0.0,0.5929
Curve.008,1.4935,0.0,0.5919
Curve.008,1.4933,0.0,0.591
Curve.008,1.493,0.0,0.5901
Curve.008,1.4926,0.0,0.5892
Curve.008,1.4921,0.0,0.5884
Curve.008,1.4914,0.0,0.5877
Curve.008,1.4907,0.0,0.5871
Curve.008,1.4899,0.0,0.5866
Curve.008,1.4891,0.0,0.5861
Curve.008,1.4882,0.0,0.5858
Curve.008,1.4872,0.0,0.5856
Curve.008,1.4862,0.0,0.5856
Curve.008,1.4852,0.0,0.5856
Curve.008,1.4842,0.0,0.5858
Curve.008,1.4833,0.0,0.5861
Curve.008,1.4825,0.0,0.5866
Curve.008,1.4817,0.0,0.5871
Curve.008,1.481,0.0,0.5877
Curve.008,1.4804,0.0,0.5884
Curve.008,1.4798,0.0,0.5892
Curve.008,1.4794,0.0,0.5901
Curve.008,1.4791,0.0,0.591
Curve.008,1.4789,0.0,0.5919
Curve.009,1.6619,0.0,0.7918
Curve.009,1.6619,0.0,0.7928
Curve.009,1.6621,0.0,0.7937
Curve.009,1.6625,0.0,0.7947
Curve.009,1.6629,0.0,0.7955
Curve.009,1.6634,0.0,0.7963
Curve.009,1.664,0.0,0.797
Curve.009,1.6648,0.0,0.7976
Curve.009,1.6655,0.0,0.7982
Curve.009,1.6664,0.0,0.7986
Curve.009,1.6673,0.0,0.7989
Curve.009,1.6683,0.0,0.7991
Curve.009,1.6693,0.0,0.7992
Curve.009,1.6703,0.0,0.7991
Curve.009,1.6713,0.0,0.7989
Curve.009,1.6722,0.0,0.7986
Curve.009,1.673,0.0,0.7982
Curve.009,1.6738,0.0,0.7976
Curve.009,1.6745,0.0,0.797
Curve.009,1.6752,0.0,0.7963
Curve.009,1.6757,0.0,0.7955
Curve.009,1.6761,0.0,0.7947
Curve.009,1.6764,0.0,0.7937
Curve.009,1.6766,0.0,0.7928
Curve.009,1.6767,0.0,0.7918
Curve.009,1.6766,0.0,0.7908
Curve.009,1.6764,0.0,0.7898
Curve.009,1.6761,0.0,0.7889
Curve.009,1.6757,0.0,0.788
Curve.009,1.6752,0.0,0.7872
Curve.009,1.6745,0.0,0.7865
Curve.009,1.6738,0.0,0.7859
Curve.009,1.673,0.0,0.7854
Curve.009,1.6722,0.0,0.7849
Curve.009,1.6713,0.0,0.7846
Curve.009,1.6703,0.0,0.7844
Curve.009,1.6693,0.0,0.7843
Curve.009,1.6683,0.0,0.7844
Curve.009,1.6673,0.0,0.7846
Curve.009,1.6664,0.0,0.7849
Curve.009,1.6655,0.0,0.7854
Curve.009,1.6648,0.0,0.7859
Curve.009,1.664,0.0,0.7865
Curve.009,1.6634,0.0,0.7872
Curve.009,1.6629,0.0,0.788
Curve.009,1.6625,0.0,0.7889
Curve.009,1.6621,0.0,0.7898
Curve.009,1.6619,0.0,0.7908
Curve.010,0.7645,0.0,1.4931
Curve.010,0.7646,0.0,1.4941
Curve.010,0.7648,0.0,1.495
Curve.010,0.7651,0.0,1.496
Curve.010,0.7655,0.0,1.4968
Curve.010,0.7661,0.0,1.4976
Curve.010,0.7667,0.0,1.4983
Curve.010,0.7674,0.0,1.4989
Curve.010,0.7682,0.0,1.4995
Curve.010,0.7691,0.0,1.4999
Curve.010,0.77,0.0,1.5002
Curve.010,0.7709,0.0,1.5004
Curve.010,0.7719,0.0,1.5005
Curve.010,0.7729,0.0,1.5004
Curve.010,0.7739,0.0,1.5002
Curve.010,0.7748,0.0,1.4999
Curve.010,0.7757,0.0,1.4995
Curve.010,0.7765,0.0,1.4989
Curve.010,0.7772,0.0,1.4983
Curve.010,0.7778,0.0,1.4976
Curve.010,0.7783,0.0,1.4968
Curve.010,0.7788,0.0,1.496
Curve.010,0.7791,0.0,1.495
Curve.010,0.7793,0.0,1.4941
Curve.010,0.7793,0.0,1.4931
Curve.010,0.7793,0.0,1.4921
Curve.010,0.7791,0.0,1.4911
Curve.010,0.7788,0.0,1.4902
Curve.010,0.7783,0.0,1.4893
Curve.010,0.7778,0.0,1.4886
Curve.010,0.7772,0.0,1.4878
Curve.010,0.7765,0.0,1.4872
Curve.010,0.7757,0.0,1.4867
Curve.010,0.7748,0.0,1.4863
Curve.010,0.7739,0.0,1.4859
Curve.010,0.7729,0.0,1.4857
Curve.010,0.7719,0.0,1.4857
Curve.010,0.7709,0.0,1.4857
Curve.010,0.77,0.0,1.4859
Curve.010,0.7691,0.0,1.4863
Curve.010,0.7682,0.0,1.4867
Curve.010,0.7674,0.0,1.4872
Curve.010,0.7667,0.0,1.4878
Curve.010,0.7661,0.0,1.4886
Curve.010,0.7655,0.0,1.4893
Curve.010,0.7651,0.0,1.4902
Curve.010,0.7648,0.0,1.4911
Curve.010,0.7646,0.0,1.4921
Curve.011,0.966,0.0,1.641
Curve.011,0.9661,0.0,1.642
Curve.011,0.9663,0.0,1.643
Curve.011,0.9666,0.0,1.6439
Curve.011,0.967,0.0,1.6448
Curve.011,0.9676,0.0,1.6455
Curve.011,0.9682,0.0,1.6463
Curve.011,0.9689,0.0,1.6469
Curve.011,0.9697,0.0,1.6474
Curve.011,0.9706,0.0,1.6478
Curve.011,0.9715,0.0,1.6482
Curve.011,0.9724,0.0,1.6484
Curve.011,0.9734,0.0,1.6484
Curve.011,0.9744,0.0,1.6484
Curve.011,0.9754,0.0,1.6482
Curve.011,0.9763,0.0,1.6478
Curve.011,0.9772,0.0,1.6474
Curve.011,0.9779,0.0,1.6469
Curve.011,0.9787,0.0,1.6463
Curve.011,0.9793,0.0,1.6455
Curve.011,0.9798,0.0,1.6448
Curve.011,0.9802,0.0,1.6439
Curve.011,0.9806,0.0,1.643
Curve.011,0.9808,0.0,1.642
Curve.011,0.9808,0.0,1.641
Curve.011,0.9808,0.0,1.64
Curve.011,0.9806,0.0,1.6391
Curve.011,0.9802,0.0,1.6381
Curve.011,0.9798,0.0,1.6373
Curve.011,0.9793,0.0,1.6365
Curve.011,0.9787,0.0,1.6358
Curve.011,0.9779,0.0,1.6352
Curve.011,0.9772,0.0,1.6346
Curve.011,0.9763,0.0,1.6342
Curve.011,0.9754,0.0,1.6339
Curve.011,0.9744,0.0,1.6337
Curve.011,0.9734,0.0,1.6336
Curve.011,0.9724,0.0,1.6337
Curve.011,0.9715,0.0,1.6339
Curve.011,0.9706,0.0,1.6342
Curve.011,0.9697,0.0,1.6346
Curve.011,0.9689,0.0,1.6352
Curve.011,0.9682,0.0,1.6358
Curve.011,0.9676,0.0,1.6365
Curve.011,0.967,0.0,1.6373
Curve.011,0.9666,0.0,1.6381
Curve.011,0.9663,0.0,1.6391
Curve.011,0.9661,0.0,1.64
Curve.012,0.9442,0.0,1.6555
Curve.012,0.9442,0.0,1.6565
Curve.012,0.9444,0.0,1.6575
Curve.012,0.9447,0.0,1.6584
Curve.012,0.9452,0.0,1.6592
Curve.012,0.9457,0.0,1.66
Curve.012,0.9463,0.0,1.6607
Curve.012,0.947,0.0,1.6614
Curve.012,0.9478,0.0,1.6619
Curve.012,0.9487,0.0,1.6623
Curve.012,0.9496,0.0,1.6626
Curve.012,0.9505,0.0,1.6628
Curve.012,0.9515,0.0,1.6629
Curve.012,0.9526,0.0,1.6628
Curve.012,0.9535,0.0,1.6626
Curve.012,0.9544,0.0,1.6623
Curve.012,0.9553,0.0,1.6619
Curve.012,0.9561,0.0,1.6614
Curve.012,0.9568,0.0,1.6607
Curve.012,0.9574,0.0,1.66
Curve.012,0.9579,0.0,1.6592
Curve.012,0.9584,0.0,1.6584
Curve.012,0.9587,0.0,1.6575
Curve.012,0.9589,0.0,1.6565
Curve.012,0.9589,0.0,1.6555
Curve.012,0.9589,0.0,1.6545
Curve.012,0.9587,0.0,1.6535
Curve.012,0.9584,0.0,1.6526
Curve.012,0.9579,0.0,1.6518
Curve.012,0.9574,0.0,1.651
Curve.012,0.9568,0.0,1.6503
Curve.012,0.9561,0.0,1.6497
Curve.012,0.9553,0.0,1.6491
Curve.012,0.9544,0.0,1.6487
Curve.012,0.9535,0.0,1.6484
Curve.012,0.9526,0.0,1.6482
Curve.012,0.9515,0.0,1.6481
Curve.012,0.9505,0.0,1.6482
Curve.012,0.9496,0.0,1.6484
Curve.012,0.9487,0.0,1.6487
Curve.012,0.9478,0.0,1.6491
Curve.012,0.947,0.0,1.6497
Curve.012,0.9463,0.0,1.6503
Curve.012,0.9457,0.0,1.651
Curve.012,0.9452,0.0,1.6518
Curve.012,0.9447,0.0,1.6526
Curve.012,0.9444,0.0,1.6535
Curve.012,0.9442,0.0,1.6545
Curve.013,0.9244,0.0,1.67
Curve.013,0.9245,0.0,1.671
Curve.013,0.9247,0.0,1.672
Curve.013,0.925,0.0,1.6729
Curve.013,0.9254,0.0,1.6737
Curve.013,0.9259,0.0,1.6745
Curve.013,0.9266,0.0,1.6752
Curve.013,0.9273,0.0,1.6758
Curve.013,0.9281,0.0,1.6764
Curve.013,0.9289,0.0,1.6768
Curve.013,0.9298,0.0,1.6771
Curve.013,0.9308,0.0,1.6773
Curve.013,0.9318,0.0,1.6774
Curve.013,0.9328,0.0,1.6773
Curve.013,0.9338,0.0,1.6771
Curve.013,0.9347,0.0,1.6768
Curve.013,0.9355,0.0,1.6764
Curve.013,0.9363,0.0,1.6758
Curve.013,0.937,0.0,1.6752
Curve.013,0.9376,0.0,1.6745
Curve.013,0.9382,0.0,1.6737
Curve.013,0.9386,0.0,1.6729
Curve.013,0.9389,0.0,1.672
Curve.013,0.9391,0.0,1.671
Curve.013,0.9392,0.0,1.67
Curve.013,0.9391,0.0,1.669
Curve.013,0.9389,0.0,1.668
Curve.013,0.9386,0.0,1.6671
Curve.013,0.9382,0.0,1.6663
Curve.013,0.9376,0.0,1.6655
Curve.013,0.937,0.0,1.6648
Curve.013,0.9363,0.0,1.6641
Curve.013,0.9355,0.0,1.6636
Curve.013,0.9347,0.0,1.6632
Curve.013,0.9338,0.0,1.6629
Curve.013,0.9328,0.0,1.6627
Curve.013,0.9318,0.0,1.6626
Curve.013,0.9308,0.0,1.6627
Curve.013,0.9298,0.0,1.6629
Curve.013,0.9289,0.0,1.6632
Curve.013,0.9281,0.0,1.6636
Curve.013,0.9273,0.0,1.6641
Curve.013,0.9266,0.0,1.6648
Curve.013,0.9259,0.0,1.6655
Curve.013,0.9254,0.0,1.6663
Curve.013,0.925,0.0,1.6671
Curve.013,0.9247,0.0,1.668
Curve.013,0.9245,0.0,1.669
Curve.014,0.7961,0.0,1.4549
Curve.014,0.7962,0.0,1.4559
Curve.014,0.7964,0.0,1.4568
Curve.014,0.7967,0.0,1.4577
Curve.014,0.7972,0.0,1.4586
Curve.014,0.7977,0.0,1.4594
Curve.014,0.7983,0.0,1.4601
Curve.014,0.799,0.0,1.4607
Curve.014,0.7998,0.0,1.4613
Curve.014,0.8007,0.0,1.4617
Curve.014,0.8016,0.0,1.462
Curve.014,0.8025,0.0,1.4622
Curve.014,0.8035,0.0,1.4623
Curve.014,0.8045,0.0,1.4622
Curve.014,0.8055,0.0,1.462
Curve.014,0.8064,0.0,1.4617
Curve.014,0.8073,0.0,1.4613
Curve.014,0.8081,0.0,1.4607
Curve.014,0.8088,0.0,1.4601
Curve.014,0.8094,0.0,1.4594
Curve.014,0.8099,0.0,1.4586
Curve.014,0.8104,0.0,1.4577
Curve.014,0.8107,0.0,1.4568
Curve.014,0.8109,0.0,1.4559
Curve.014,0.8109,0.0,1.4549
Curve.014,0.8109,0.0,1.4539
Curve.014,0.8107,0.0,1.4529
Curve.014,0.8104,0.0,1.452
Curve.014,0.8099,0.0,1.4511
Curve.014,0.8094,0.0,1.4503
Curve.014,0.8088,0.0,1.4496
Curve.014,0.8081,0.0,1.449
Curve.014,0.8073,0.0,1.4485
Curve.014,0.8064,0.0,1.4481
Curve.014,0.8055,0.0,1.4477
Curve.014,0.8045,0.0,1.4475
Curve.014,0.8035,0.0,1.4475
Curve.014,0.8025,0.0,1.4475
Curve.014,0.8016,0.0,1.4477
Curve.014,0.8007,0.0,1.4481
Curve.014,0.7998,0.0,1.4485
Curve.014,0.799,0.0,1.449
Curve.014,0.7983,0.0,1.4496
Curve.014,0.7977,0.0,1.4503
Curve.014,0.7972,0.0,1.4511
Curve.014,0.7967,0.0,1.452
Curve.014,0.7964,0.0,1.4529
Curve.014,0.7962,0.0,1.4539
Curve.015,1.0929,0.0,1.8398
Curve.015,1.093,0.0,1.8408
Curve.015,1.0932,0.0,1.8418
Curve.015,1.0935,0.0,1.8427
Curve.015,1.094,0.0,1.8436
Curve.015,1.0945,0.0,1.8444
Curve.015,1.0951,0.0,1.8451
Curve.015,1.0958,0.0,1.8457
Curve.015,1.0966,0.0,1.8462
Curve.015,1.0975,0.0,1.8467
Curve.015,1.0984,0.0,1.847
Curve.015,1.0993,0.0,1.8472
Curve.015,1.1003,0.0,1.8472
Curve.015,1.1013,0.0,1.8472
Curve.015,1.1023,0.0,1.847
Curve.015,1.1032,0.0,1.8467
Curve.015,1.1041,0.0,1.8462
Curve.015,1.1049,0.0,1.8457
Curve.015,1.1056,0.0,1.8451
Curve.015,1.1062,0.0,1.8444
Curve.015,1.1067,0.0,1.8436
Curve.015,1.1072,0.0,1.8427
Curve.015,1.1075,0.0,1.8418
Curve.015,1.1077,0.0,1.8408
Curve.015,1.1077,0.0,1.8398
Curve.015,1.1077,0.0,1.8388
Curve.015,1.1075,0.0,1.8379
Curve.015,1.1072,0.0,1.837
Curve.015,1.1067,0.0,1.8361
Curve.015,1.1062,0.0,1.8353
Curve.015,1.1056,0.0,1.8346
Curve.015,1.1049,0.0,1.834
Curve.015,1.1041,0.0,1.8335
Curve.015,1.1032,0.0,1.833
Curve.015,1.1023,0.0,1.8327
Curve.015,1.1013,0.0,1.8325
Curve.015,1.1003,0.0,1.8324
Curve.015,1.0993,0.0,1.8325
Curve.015,1.0984,0.0,1.8327
Curve.015,1.0975,0.0,1.833
Curve.015,1.0966,0.0,1.8335
Curve.015,1.0958,0.0,1.834
Curve.015,1.0951,0.0,1.8346
Curve.015,1.0945,0.0,1.8353
Curve.015,1.094,0.0,1.8361
Curve.015,1.0935,0.0,1.837
Curve.015,1.0932,0.0,1.8379
Curve.015,1.093,0.0,1.8388
Curve.016,1.1417,0.0,1.6265
Curve.016,1.1418,0.0,1.6275
Curve.016,1.142,0.0,1.6285
Curve.016,1.1423,0.0,1.6294
Curve.016,1.1427,0.0,1.6303
Curve.016,1.1432,0.0,1.6311
Curve.016,1.1439,0.0,1.6318
Curve.016,1.1446,0.0,1.6324
Curve.016,1.1454,0.0,1.6329
Curve.016,1.1462,0.0,1.6334
Curve.016,1.1471,0.0,1.6337
Curve.016,1.1481,0.0,1.6339
Curve.016,1.1491,0.0,1.6339
Curve.016,1.1501,0.0,1.6339
Curve.016,1.1511,0.0,1.6337
Curve.016,1.152,0.0,1.6334
Curve.016,1.1528,0.0,1.6329
Curve.016,1.1536,0.0,1.6324
Curve.016,1.1543,0.0,1.6318
Curve.016,1.1549,0.0,1.6311
Curve.016,1.1555,0.0,1.6303
Curve.016,1.1559,0.0,1.6294
Curve.016,1.1562,0.0,1.6285
Curve.016,1.1564,0.0,1.6275
Curve.016,1.1565,0.0,1.6265
Curve.016,1.1564,0.0,1.6255
Curve.016,1.1562,0.0,1.6246
Curve.016,1.1559,0.0,1.6237
Curve.016,1.1555,0.0,1.6228
Curve.016,1.1549,0.0,1.622
Curve.016,1.1543,0.0,1.6213
Curve.016,1.1536,0.0,1.6207
Curve.016,1.1528,0.0,1.6202
Curve.016,1.152,0.0,1.6197
Curve.016,1.1511,0.0,1.6194
Curve.016,1.1501,0.0,1.6192
Curve.016,1.1491,0.0,1.6191
Curve.016,1.1481,0.0,1.6192
Curve.016,1.1471,0.0,1.6194
Curve.016,1.1462,0.0,1.6197
Curve.016,1.1454,0.0,1.6202
Curve.016,1.1446,0.0,1.6207
Curve.016,1.1439,0.0,1.6213
Curve.016,1.1432,0.0,1.622
Curve.016,1.1427,0.0,1.6228
Curve.016,1.1423,0.0,1.6237
Curve.016,1.142,0.0,1.6246
Curve.016,1.1418,0.0,1.6255
Curve.017,1.0648,0.0,1.6682
Curve.017,1.0649,0.0,1.6692
Curve.017,1.0651,0.0,1.6702
Curve.017,1.0654,0.0,1.6711
Curve.017,1.0658,0.0,1.6719
Curve.017,1.0663,0.0,1.6727
Curve.017,1.067,0.0,1.6734
Curve.017,1.0677,0.0,1.674
Curve.017,1.0685,0.0,1.6746
Curve.017,1.0693,0.0,1.675
Curve.017,1.0702,0.0,1.6753
Curve.017,1.0712,0.0,1.6755
Curve.017,1.0722,0.0,1.6756
Curve.017,1.0732,0.0,1.6755
Curve.017,1.0742,0.0,1.6753
Curve.017,1.0751,0.0,1.675
Curve.017,1.0759,0.0,1.6746
Curve.017,1.0767,0.0,1.674
Curve.017,1.0774,0.0,1.6734
Curve.017,1.0781,0.0,1.6727
Curve.017,1.0786,0.0,1.6719
Curve.017,1.079,0.0,1.6711
Curve.017,1.0793,0.0,1.6702
Curve.017,1.0795,0.0,1.6692
Curve.017,1.0796,0.0,1.6682
Curve.017,1.0795,0.0,1.6672
Curve.017,1.0793,0.0,1.6662
Curve.017,1.079,0.0,1.6653
Curve.017,1.0786,0.0,1.6645
Curve.017,1.0781,0.0,1.6637
Curve.017,1.0774,0.0,1.663
Curve.017,1.0767,0.0,1.6623
Curve.017,1.0759,0.0,1.6618
Curve.017,1.0751,0.0,1.6614
Curve.017,1.0742,0.0,1.6611
Curve.017,1.0732,0.0,1.6609
Curve.017,1.0722,0.0,1.6608
Curve.017,1.0712,0.0,1.6609
Curve.017,1.0702,0.0,1.6611
Curve.017,1.0693,0.0,1.6614
Curve.017,1.0685,0.0,1.6618
Curve.017,1.0677,0.0,1.6623
Curve.017,1.067,0.0,1.663
Curve.017,1.0663,0.0,1.6637
Curve.017,1.0658,0.0,1.6645
Curve.017,1.0654,0.0,1.6653
Curve.017,1.0651,0.0,1.6662
Curve.017,1.0649,0.0,1.6672
Curve.018,0.9331,0.0,1.6116
Curve.018,0.9332,0.0,1.6126
Curve.018,0.9334,0.0,1.6135
Curve.018,0.9337,0.0,1.6144
Curve.018,0.9341,0.0,1.6153
Curve.018,0.9347,0.0,1.6161
Curve.018,0.9353,0.0,1.6168
Curve.018,0.936,0.0,1.6174
Curve.018,0.9368,0.0,1.6179
Curve.018,0.9376,0.0,1.6184
Curve.018,0.9385,0.0,1.6187
Curve.018,0.9395,0.0,1.6189
Curve.018,0.9405,0.0,1.6189
Curve.018,0.9415,0.0,1.6189
Curve.018,0.9425,0.0,1.6187
Curve.018,0.9434,0.0,1.6184
Curve.018,0.9442,0.0,1.6179
Curve.018,0.945,0.0,1.6174
Curve.018,0.9457,0.0,1.6168
Curve.018,0.9464,0.0,1.6161
Curve.018,0.9469,0.0,1.6153
Curve.018,0.9473,0.0,1.6144
Curve.018,0.9476,0.0,1.6135
Curve.018,0.9478,0.0,1.6126
Curve.018,0.9479,0.0,1.6116
Curve.018,0.9478,0.0,1.6105
Curve.018,0.9476,0.0,1.6096
Curve.018,0.9473,0.0,1.6087
Curve.018,0.9469,0.0,1.6078
Curve.018,0.9464,0.0,1.607
Curve.018,0.9457,0.0,1.6063
Curve.018,0.945,0.0,1.6057
Curve.018,0.9442,0.0,1.6052
Curve.018,0.9434,0.0,1.6047
Curve.018,0.9425,0.0,1.6044
Curve.018,0.9415,0.0,1.6042
Curve.018,0.9405,0.0,1.6042
Curve.018,0.9395,0.0,1.6042
Curve.018,0.9385,0.0,1.6044
Curve.018,0.9376,0.0,1.6047
Curve.018,0.9368,0.0,1.6052
Curve.018,0.936,0.0,1.6057
Curve.018,0.9353,0.0,1.6063
Curve.018,0.9347,0.0,1.607
Curve.018,0.9341,0.0,1.6078
Curve.018,0.9337,0.0,1.6087
Curve.018,0.9334,0.0,1.6096
Curve.018,0.9332,0.0,1.6105
Curve.019,1.5139,0.0,0.3976
Curve.019,1.514,0.0,0.3986
Curve.019,1.5142,0.0,0.3995
Curve.019,1.5145,0.0,0.4004
Curve.019,1.5149,0.0,0.4013
Curve.019,1.5154,0.0,0.4021
Curve.019,1.5161,0.0,0.4028
Curve.019,1.5168,0.0,0.4034
Curve.019,1.5176,0.0,0.404
Curve.019,1.5184,0.0,0.4044
Curve.019,1.5193,0.0,0.4047
Curve.019,1.5203,0.0,0.4049
Curve.019,1.5213,0.0,0.405
Curve.019,1.5223,0.0,0.4049
Curve.019,1.5233,0.0,0.4047
Curve.019,1.5242,0.0,0.4044
Curve.019,1.525,0.0,0.404
Curve.019,1.5258,0.0,0.4034
Curve.019,1.5265,0.0,0.4028
Curve.019,1.5271,0.0,0.4021
Curve.019,1.5277,0.0,0.4013
Curve.019,1.5281,0.0,0.4004
Curve.019,1.5284,0.0,0.3995
Curve.019,1.5286,0.0,0.3986
Curve.019,1.5287,0.0,0.3976
Curve.019,1.5286,0.0,0.3966
Curve.019,1.5284,0.0,0.3956
Curve.019,1.5281,0.0,0.3947
Curve.019,1.5277,0.0,0.3938
Curve.019,1.5271,0.0,0.3931
Curve.019,1.5265,0.0,0.3923
Curve.019,1.5258,0.0,0.3917
