x,y,z,pen,layer
1.18049,1.66652,0,1,0
1.18096,1.66576,0,1,0
1.18134,1.66494,0,1,0
1.18162,1.66407,0,1,0
1.18179,1.66316,0,1,0
1.18185,1.66221,0,1,0
1.18179,1.66126,0,1,0
1.18162,1.66035,0,1,0
1.18134,1.65948,0,1,0
1.18096,1.65866,0,1,0
1.18049,1.65789,0,1,0
1.17994,1.65719,0,1,0
1.17931,1.65656,0,1,0
1.17861,1.65600,0,1,0
1.17784,1.65554,0,1,0
1.17702,1.65516,0,1,0
1.17615,1.65488,0,1,0
1.17524,1.65471,0,1,0
1.17429,1.65465,0,1,0
1.17334,1.65471,0,1,0
1.17243,1.65488,0,1,0
1.17156,1.65516,0,1,0
1.17074,1.65554,0,1,0
1.16997,1.65600,0,1,0
1.16927,1.65656,0,1,0
1.16864,1.65719,0,1,0
1.16808,1.65789,0,1,0
1.16762,1.65866,0,1,0
1.16724,1.65948,0,1,0
1.16696,1.66035,0,1,0
1.16679,1.66126,0,1,0
1.16673,1.66221,0,1,0
1.08816,1.70477,0,0,0
1.08821,1.70572,0,1,0
1.08839,1.70663,0,1,0
1.08866,1.70750,0,1,0
1.08904,1.70832,0,1,0
1.08951,1.70909,0,1,0
1.09006,1.70979,0,1,0
1.09069,1.71042,0,1,0
1.09140,1.71097,0,1,0
1.09216,1.71144,0,1,0
1.09298,1.71182,0,1,0
1.09385,1.71210,0,1,0
1.09477,1.71227,0,1,0
1.09571,1.71233,0,1,0
1.09666,1.71227,0,1,0
1.09757,1.71210,0,1,0
1.09845,1.71182,0,1,0
1.09927,1.71144,0,1,0
1.10003,1.71097,0,1,0
1.10073,1.71042,0,1,0
1.10136,1.70979,0,1,0
1.10192,1.70909,0,1,0
1.10239,1.70832,0,1,0
1.10276,1.70750,0,1,0
1.10304,1.70663,0,1,0
1.10321,1.70572,0,1,0
1.10327,1.70477,0,1,0
1.10321,1.70382,0,1,0
1.10304,1.70291,0,1,0
1.10276,1.70204,0,1,0
1.10239,1.70122,0,1,0
1.10192,1.70046,0,1,0
1.10136,1.69975,0,1,0
1.10073,1.69912,0,1,0
1.10003,1.69857,0,1,0
1.09927,1.69810,0,1,0
1.09845,1.69772,0,1,0
1.09757,1.69745,0,1,0
1.09666,1.69727,0,1,0
1.09571,1.69721,0,1,0
1.09477,1.69727,0,1,0
1.09385,1.69745,0,1,0
1.09298,1.69772,0,1,0
1.09216,1.69810,0,1,0
1.09140,1.69857,0,1,0
1.09069,1.69912,0,1,0
1.09006,1.69975,0,1,0
1.08951,1.70046,0,1,0
1.08904,1.70122,0,1,0
1.08866,1.70204,0,1,0
1.08839,1.70291,0,1,0
1.08821,1.70382,0,1,0
1.08816,1.70477,0,1,0
0.95357,1.64689,0,0,0
0.95363,1.64784,0,1,0
0.95380,1.64875,0,1,0
0.95408,1.64962,0,1,0
0.95446,1.65044,0,1,0
0.95493,1.65121,0,1,0
0.95548,1.65191,0,1,0
0.95611,1.65254,0,1,0
0.95681,1.65309,0,1,0
0.95758,1.65356,0,1,0
0.95840,1.65394,0,1,0
0.95927,1.65422,0,1,0
0.96018,1.65439,0,1,0
0.96113,1.65445,0,1,0
0.96208,1.65439,0,1,0
0.96299,1.65422,0,1,0
0.96386,1.65394,0,1,0
0.96468,1.65356,0,1,0
0.96545,1.65309,0,1,0
0.96615,1.65254,0,1,0
0.96678,1.65191,0,1,0
0.96733,1.65121,0,1,0
0.96780,1.65044,0,1,0
0.96818,1.64962,0,1,0
0.96846,1.64875,0,1,0
0.96863,1.64784,0,1,0
0.96869,1.64689,0,1,0
0.96863,1.64594,0,1,0
0.96846,1.64503,0,1,0
0.96818,1.64416,0,1,0
0.96780,1.64334,0,1,0
0.96733,1.64257,0,1,0
0.96678,1.64187,0,1,0
0.96615,1.64124,0,1,0
0.96545,1.64069,0,1,0
0.96468,1.64022,0,1,0
0.96386,1.63984,0,1,0
0.96299,1.63956,0,1,0
0.96208,1.63939,0,1,0
0.96113,1.63933,0,1,0
0.96018,1.63939,0,1,0
0.95927,1.63956,0,1,0
0.95840,1.63984,0,1,0
0.95758,1.64022,0,1,0
0.95681,1.64069,0,1,0
0.95611,1.64124,0,1,0
0.95548,1.64187,0,1,0
0.95493,1.64257,0,1,0
0.95446,1.64334,0,1,0
0.95408,1.64416,0,1,0
0.95380,1.64503,0,1,0
0.95363,1.64594,0,1,0
0.95357,1.64689,0,1,0
1.54709,0.40629,0,0,0
1.54714,0.40724,0,1,0
1.54732,0.40815,0,1,0
1.54759,0.40902,0,1,0
1.54797,0.40984,0,1,0
1.54844,0.41061,0,1,0
1.54899,0.41131,0,1,0
1.54963,0.41194,0,1,0
1.55033,0.41249,0,1,0
1.55109,0.41296,0,1,0
1.55191,0.41334,0,1,0
1.55278,0.41362,0,1,0
1.55370,0.41379,0,1,0
1.55464,0.41385,0,1,0
1.55559,0.41379,0,1,0
1.55651,0.41362,0,1,0
1.55738,0.41334,0,1,0
1.55820,0.41296,0,1,0
1.55896,0.41249,0,1,0
1.55966,0.41194,0,1,0
1.56030,0.41131,0,1,0
1.56085,0.41061,0,1,0
1.56132,0.40984,0,1,0
1.56170,0.40902,0,1,0
1.56197,0.40815,0,1,0
1.56215,0.40724,0,1,0
1.56220,0.40629,0,1,0
1.56215,0.40534,0,1,0
1.56197,0.40443,0,1,0
1.56169,0.40356,0,1,0
1.56132,0.40274,0,1,0
1.56085,0.40197,0,1,0
1.56030,0.40127,0,1,0
1.55966,0.40064,0,1,0
1.55896,0.40009,0,1,0
1.55820,0.39962,0,1,0
1.55738,0.39924,0,1,0
1.55651,0.39896,0,1,0
1.55559,0.39879,0,1,0
1.55464,0.39873,0,1,0
1.55370,0.39879,0,1,0
1.55278,0.39896,0,1,0
1.55191,0.39924,0,1,0
1.55109,0.39962,0,1,0
1.55033,0.40009,0,1,0
1.54963,0.40064,0,1,0
1.54899,0.40127,0,1,0
1.54844,0.40197,0,1,0
1.54797,0.40274,0,1,0
1.54759,0.40356,0,1,0
1.54732,0.40443,0,1,0
1.54714,0.40534,0,1,0
1.54709,0.40629,0,1,0
0.54307,0.59182,0,0,0
0.54313,0.59277,0,1,0
0.54330,0.59369,0,1,0
0.54358,0.59456,0,1,0
0.54396,0.59538,0,1,0
0.54443,0.59615,0,1,0
0.54498,0.59685,0,1,0
0.54562,0.59749,0,1,0
0.54632,0.59804,0,1,0
0.54709,0.59851,0,1,0
0.54791,0.59889,0,1,0
0.54878,0.59917,0,1,0
0.54970,0.59934,0,1,0
0.55065,0.59940,0,1,0
0.55160,0.59934,0,1,0
0.55252,0.59917,0,1,0
0.55339,0.59889,0,1,0
0.55421,0.59851,0,1,0
0.55498,0.59804,0,1,0
0.55568,0.59749,0,1,0
0.55632,0.59685,0,1,0
0.55687,0.59615,0,1,0
0.55734,0.59538,0,1,0
0.55772,0.59456,0,1,0
0.55800,0.59369,0,1,0
0.55817,0.59277,0,1,0
0.55823,0.59182,0,1,0
0.55817,0.59087,0,1,0
0.55800,0.58995,0,1,0
0.55772,0.58908,0,1,0
0.55734,0.58826,0,1,0
0.55687,0.58749,0,1,0
0.55632,0.58679,0,1,0
0.55568,0.58615,0,1,0
0.55498,0.58560,0,1,0
0.55421,0.58513,0,1,0
0.55339,0.58475,0,1,0
0.55252,0.58447,0,1,0
0.55160,0.58430,0,1,0
0.55065,0.58424,0,1,0
0.54970,0.58430,0,1,0
0.54878,0.58447,0,1,0
0.54791,0.58475,0,1,0
0.54709,0.58513,0,1,0
0.54632,0.58560,0,1,0
0.54562,0.58615,0,1,0
0.54498,0.58679,0,1,0
0.54443,0.58749,0,1,0
0.54396,0.58826,0,1,0
0.54358,0.58908,0,1,0
0.54330,0.58995,0,1,0
0.54313,0.59087,0,1,0
0.54307,0.59182,0,1,0
1.06929,0.49427,0,0,0
1.06935,0.49522,0,1,0
1.06952,0.49613,0,1,0
1.06980,0.49701,0,1,0
1.07018,0.49783,0,1,0
1.07065,0.49860,0,1,0
1.07121,0.49930,0,1,0
1.07184,0.49993,0,1,0
1.07254,0.50049,0,1,0
1.07331,0.50096,0,1,0
1.07413,0.50134,0,1,0
1.07501,0.50161,0,1,0
1.07592,0.50179,0,1,0
1.07687,0.50185,0,1,0
1.07782,0.50179,0,1,0
1.07874,0.50162,0,1,0
1.07961,0.50134,0,1,0
1.08044,0.50096,0,1,0
1.08120,0.50049,0,1,0
1.08191,0.49993,0,1,0
1.08254,0.49930,0,1,0
1.08309,0.49860,0,1,0
1.08357,0.49783,0,1,0
1.08394,0.49701,0,1,0
1.08422,0.49613,0,1,0
1.08439,0.49522,0,1,0
1.08445,0.49427,0,1,0
1.08439,0.49332,0,1,0
1.08422,0.49240,0,1,0
1.08394,0.49153,0,1,0
1.08357,0.49070,0,1,0
1.08309,0.48994,0,1,0
1.08254,0.48923,0,1,0
1.08191,0.48860,0,1,0
1.08120,0.48805,0,1,0
1.08044,0.48758,0,1,0
1.07961,0.48720,0,1,0
1.07874,0.48692,0,1,0
1.07782,0.48675,0,1,0
1.07687,0.48669,0,1,0
1.07592,0.48675,0,1,0
1.07501,0.48692,0,1,0
1.07413,0.48720,0,1,0
1.07331,0.48758,0,1,0
1.07254,0.48805,0,1,0
1.07184,0.48860,0,1,0
1.07121,0.48923,0,1,0
1.07065,0.48994,0,1,0
1.07018,0.49070,0,1,0
1.06980,0.49153,0,1,0
1.06952,0.49240,0,1,0
1.06935,0.49332,0,1,0
1.06929,0.49427,0,1,0
0.69968,0.59787,0,0,0
0.69974,0.59882,0,1,0
0.69991,0.59974,0,1,0
0.70019,0.60061,0,1,0
0.70057,0.60144,0,1,0
0.70104,0.60220,0,1,0
0.70159,0.60291,0,1,0
0.70223,0.60354,0,1,0
0.70293,0.60410,0,1,0
0.70370,0.60457,0,1,0
0.70452,0.60494,0,1,0
0.70539,0.60522,0,1,0
0.70631,0.60540,0,1,0
0.70726,0.60545,0,1,0
0.70821,0.60540,0,1,0
0.70913,0.60522,0,1,0
0.71000,0.60494,0,1,0
0.71082,0.60457,0,1,0
0.71159,0.60410,0,1,0
0.71229,0.60354,0,1,0
0.71293,0.60291,0,1,0
0.71348,0.60220,0,1,0
0.71395,0.60144,0,1,0
0.71433,0.60061,0,1,0
0.71461,0.59974,0,1,0
0.71478,0.59882,0,1,0
0.71484,0.59787,0,1,0
0.71478,0.59692,0,1,0
0.71461,0.59601,0,1,0
0.71433,0.59514,0,1,0
0.71395,0.59431,0,1,0
0.71348,0.59354,0,1,0
0.71293,0.59284,0,1,0
0.71229,0.59221,0,1,0
0.71159,0.59165,0,1,0
0.71082,0.59118,0,1,0
0.71000,0.59080,0,1,0
0.70913,0.59053,0,1,0
0.70821,0.59035,0,1,0
0.70726,0.59029,0,1,0
0.70631,0.59035,0,1,0
0.70539,0.59053,0,1,0
0.70452,0.59080,0,1,0
0.70370,0.59118,0,1,0
0.70293,0.59165,0,1,0
0.70223,0.59221,0,1,0
0.70159,0.59284,0,1,0
0.70104,0.59354,0,1,0
0.70057,0.59431,0,1,0
0.70019,0.59514,0,1,0
0.69991,0.59601,0,1,0
0.69974,0.59692,0,1,0
0.69968,0.59787,0,1,0
0.76513,0.49106,0,0,0
0.76519,0.49201,0,1,0
0.76536,0.49293,0,1,0
0.76564,0.49380,0,1,0
0.76602,0.49462,0,1,0
0.76649,0.49539,0,1,0
0.76705,0.49609,0,1,0
0.76768,0.49673,0,1,0
0.76838,0.49728,0,1,0
0.76915,0.49775,0,1,0
0.76997,0.49813,0,1,0
0.77085,0.49841,0,1,0
0.77176,0.49858,0,1,0
0.77271,0.49864,0,1,0
0.77366,0.49858,0,1,0
0.77458,0.49841,0,1,0
0.77545,0.49813,0,1,0
0.77628,0.49775,0,1,0
0.77704,0.49728,0,1,0
0.77775,0.49673,0,1,0
0.77838,0.49609,0,1,0
0.77894,0.49539,0,1,0
0.77941,0.49462,0,1,0
0.77978,0.49380,0,1,0
0.78006,0.49293,0,1,0
0.78024,0.49201,0,1,0
0.78029,0.49106,0,1,0
0.78024,0.49011,0,1,0
0.78006,0.48919,0,1,0
0.77978,0.48832,0,1,0
0.77941,0.48750,0,1,0
0.77894,0.48673,0,1,0
0.77838,0.48603,0,1,0
0.77775,0.48539,0,1,0
0.77704,0.48484,0,1,0
0.77628,0.48437,0,1,0
0.77545,0.48399,0,1,0
0.77458,0.48371,0,1,0
0.77366,0.48354,0,1,0
0.77271,0.48348,0,1,0
0.77176,0.48354,0,1,0
0.77085,0.48371,0,1,0
0.76997,0.48399,0,1,0
0.76915,0.48437,0,1,0
0.76838,0.48484,0,1,0
0.76768,0.48539,0,1,0
0.76705,0.48603,0,1,0
0.76649,0.48673,0,1,0
0.76602,0.48750,0,1,0
0.76564,0.48832,0,1,0
0.76536,0.48919,0,1,0
0.76519,0.49011,0,1,0
0.76513,0.49106,0,1,0
1.24696,0.55834,0,0,0
1.24702,0.55929,0,1,0
1.24719,0.56020,0,1,0
1.24747,0.56107,0,1,0
1.24785,0.56189,0,1,0
1.24832,0.56265,0,1,0
1.24887,0.56336,0,1,0
1.24950,0.56399,0,1,0
1.25021,0.56454,0,1,0
1.25097,0.56501,0,1,0
1.25179,0.56539,0,1,0
1.25266,0.56566,0,1,0
1.25358,0.56584,0,1,0
1.25452,0.56590,0,1,0
1.25547,0.56584,0,1,0
1.25638,0.56566,0,1,0
1.25725,0.56539,0,1,0
1.25808,0.56501,0,1,0
1.25884,0.56454,0,1,0
1.25954,0.56399,0,1,0
1.26017,0.56336,0,1,0
1.26073,0.56265,0,1,0
1.26120,0.56189,0,1,0
1.26157,0.56107,0,1,0
1.26185,0.56020,0,1,0
1.26202,0.55929,0,1,0
1.26208,0.55834,0,1,0
1.26202,0.55739,0,1,0
1.26185,0.55648,0,1,0
1.26157,0.55561,0,1,0
1.26120,0.55479,0,1,0
1.26073,0.55402,0,1,0
1.26017,0.55332,0,1,0
1.25954,0.55269,0,1,0
1.25884,0.55213,0,1,0
1.25808,0.55167,0,1,0
1.25725,0.55129,0,1,0
1.25638,0.55101,0,1,0
1.25547,0.55084,0,1,0
1.25452,0.55078,0,1,0
1.25358,0.55084,0,1,0
1.25266,0.55101,0,1,0
1.25179,0.55129,0,1,0
1.25097,0.55167,0,1,0
1.25021,0.55213,0,1,0
1.24950,0.55269,0,1,0
1.24887,0.55332,0,1,0
1.24832,0.55402,0,1,0
1.24785,0.55479,0,1,0
1.24747,0.55561,0,1,0
1.24719,0.55648,0,1,0
1.24702,0.55739,0,1,0
1.24696,0.55834,0,1,0
1.51259,0.70821,0,0,0
1.51265,0.70916,0,1,0
1.51282,0.71007,0,1,0
1.51310,0.71094,0,1,0
1.51347,0.71176,0,1,0
1.51394,0.71253,0,1,0
1.51450,0.71323,0,1,0
1.51513,0.71386,0,1,0
1.51583,0.71441,0,1,0
1.51659,0.71488,0,1,0
1.51742,0.71526,0,1,0
1.51829,0.71554,0,1,0
1.51920,0.71571,0,1,0
1.52015,0.71577,0,1,0
1.52109,0.71571,0,1,0
1.52201,0.71554,0,1,0
1.52288,0.71526,0,1,0
1.52370,0.71488,0,1,0
1.52446,0.71441,0,1,0
1.52517,0.71386,0,1,0
1.52580,0.71323,0,1,0
1.52635,0.71253,0,1,0
1.52682,0.71176,0,1,0
1.52720,0.71094,0,1,0
1.52747,0.71007,0,1,0
1.52765,0.70916,0,1,0
1.52771,0.70821,0,1,0
1.52765,0.70726,0,1,0
1.52747,0.70635,0,1,0
1.52720,0.70548,0,1,0
1.52682,0.70466,0,1,0
1.52635,0.70389,0,1,0
1.52580,0.70319,0,1,0
1.52517,0.70256,0,1,0
1.52446,0.70201,0,1,0
1.52370,0.70154,0,1,0
1.52288,0.70116,0,1,0
1.52201,0.70088,0,1,0
1.52109,0.70071,0,1,0
1.52015,0.70065,0,1,0
1.51920,0.70071,0,1,0
1.51829,0.70088,0,1,0
1.51742,0.70116,0,1,0
1.51659,0.70154,0,1,0
1.51583,0.70201,0,1,0
1.51513,0.70256,0,1,0
1.51450,0.70319,0,1,0
1.51394,0.70389,0,1,0
1.51347,0.70466,0,1,0
1.51310,0.70548,0,1,0
1.51282,0.70635,0,1,0
1.51265,0.70726,0,1,0
1.51259,0.70821,0,1,0
1.71397,0.61622,0,0,0
1.71403,0.61717,0,1,0
1.71420,0.61808,0,1,0
1.71448,0.61895,0,1,0
1.71486,0.61977,0,1,0
1.71532,0.62054,0,1,0
1.71588,0.62124,0,1,0
1.71651,0.62187,0,1,0
1.71721,0.62242,0,1,0
1.71798,0.62289,0,1,0
1.71880,0.62327,0,1,0
1.71967,0.62355,0,1,0
1.72058,0.62372,0,1,0
1.72153,0.62378,0,1,0
1.72248,0.62372,0,1,0
1.72339,0.62355,0,1,0
1.72426,0.62327,0,1,0
1.72508,0.62289,0,1,0
1.72585,0.62242,0,1,0
1.72655,0.62187,0,1,0
1.72718,0.62124,0,1,0
1.72773,0.62054,0,1,0
1.72820,0.61977,0,1,0
1.72858,0.61895,0,1,0
1.72886,0.61808,0,1,0
1.72903,0.61717,0,1,0
1.72909,0.61622,0,1,0
1.72903,0.61527,0,1,0
1.72886,0.61436,0,1,0
1.72858,0.61349,0,1,0
1.72820,0.61267,0,1,0
1.72773,0.61190,0,1,0
1.72718,0.61120,0,1,0
1.72655,0.61057,0,1,0
1.72585,0.61002,0,1,0
1.72508,0.60955,0,1,0
1.72426,0.60917,0,1,0
1.72339,0.60889,0,1,0
1.72248,0.60872,0,1,0
1.72153,0.60866,0,1,0
1.72058,0.60872,0,1,0
1.71967,0.60889,0,1,0
1.71880,0.60917,0,1,0
1.71798,0.60955,0,1,0
1.71721,0.61002,0,1,0
1.71651,0.61057,0,1,0
1.71588,0.61120,0,1,0
1.71532,0.61190,0,1,0
1.71486,0.61267,0,1,0
1.71448,0.61349,0,1,0
1.71420,0.61436,0,1,0
1.71403,0.61527,0,1,0
1.71397,0.61622,0,1,0
1.78261,0.57231,0,0,0
1.78267,0.57326,0,1,0
1.78284,0.57417,0,1,0
1.78312,0.57504,0,1,0
1.78349,0.57586,0,1,0
1.78396,0.57663,0,1,0
1.78452,0.57733,0,1,0
1.78515,0.57796,0,1,0
1.78585,0.57851,0,1,0
1.78661,0.57898,0,1,0
1.78744,0.57936,0,1,0
1.78831,0.57964,0,1,0
1.78922,0.57981,0,1,0
1.79017,0.57987,0,1,0
1.79111,0.57981,0,1,0
1.79203,0.57964,0,1,0
1.79290,0.57936,0,1,0
1.79372,0.57898,0,1,0
1.79448,0.57851,0,1,0
1.79519,0.57796,0,1,0
1.79582,0.57733,0,1,0
1.79637,0.57663,0,1,0
1.79684,0.57586,0,1,0
1.79722,0.57504,0,1,0
1.79749,0.57417,0,1,0
1.79767,0.57326,0,1,0
1.79773,0.57231,0,1,0
1.79767,0.57136,0,1,0
1.79749,0.57045,0,1,0
1.79722,0.56958,0,1,0
1.79684,0.56876,0,1,0
1.79637,0.56799,0,1,0
1.79582,0.56729,0,1,0
1.79519,0.56666,0,1,0
1.79448,0.56611,0,1,0
1.79372,0.56564,0,1,0
1.79290,0.56526,0,1,0
1.79203,0.56498,0,1,0
1.79111,0.56481,0,1,0
1.79017,0.56475,0,1,0
1.78922,0.56481,0,1,0
1.78831,0.56498,0,1,0
1.78744,0.56526,0,1,0
1.78661,0.56564,0,1,0
1.78585,0.56611,0,1,0
1.78515,0.56666,0,1,0
1.78452,0.56729,0,1,0
1.78396,0.56799,0,1,0
1.78349,0.56876,0,1,0
1.78312,0.56958,0,1,0
1.78284,0.57045,0,1,0
1.78267,0.57136,0,1,0
1.78261,0.57231,0,1,0
1.79389,0.69206,0,0,0
1.79395,0.69301,0,1,0
1.79412,0.69392,0,1,0
1.79440,0.69479,0,1,0
1.79478,0.69562,0,1,0
1.79525,0.69638,0,1,0
1.79580,0.69708,0,1,0
1.79643,0.69771,0,1,0
1.79713,0.69827,0,1,0
1.79790,0.69873,0,1,0
1.79872,0.69911,0,1,0
1.79959,0.69939,0,1,0
1.80050,0.69956,0,1,0
1.80145,0.69962,0,1,0
1.80240,0.69956,0,1,0
1.80331,0.69939,0,1,0
1.80418,0.69911,0,1,0
1.80500,0.69873,0,1,0
1.80577,0.69827,0,1,0
1.80647,0.69771,0,1,0
1.80710,0.69708,0,1,0
1.80765,0.69638,0,1,0
1.80812,0.69562,0,1,0
1.80850,0.69479,0,1,0
1.80878,0.69392,0,1,0
1.80895,0.69301,0,1,0
1.80901,0.69206,0,1,0
1.80895,0.69112,0,1,0
1.80878,0.69020,0,1,0
1.80850,0.68933,0,1,0
1.80812,0.68851,0,1,0
1.80765,0.68775,0,1,0
1.80710,0.68704,0,1,0
1.80647,0.68641,0,1,0
1.80577,0.68586,0,1,0
1.80500,0.68539,0,1,0
1.80418,0.68501,0,1,0
1.80331,0.68474,0,1,0
1.80240,0.68456,0,1,0
1.80145,0.68451,0,1,0
1.80050,0.68456,0,1,0
1.79959,0.68474,0,1,0
1.79872,0.68501,0,1,0
1.79790,0.68539,0,1,0
1.79713,0.68586,0,1,0
1.79643,0.68641,0,1,0
1.79580,0.68704,0,1,0
1.79525,0.68775,0,1,0
1.79478,0.68851,0,1,0
1.79440,0.68933,0,1,0
1.79412,0.69020,0,1,0
1.79395,0.69112,0,1,0
1.79389,0.69206,0,1,0
0.79256,0.86160,0,0,0
0.79262,0.86255,0,1,0
0.79280,0.86346,0,1,0
0.79307,0.86433,0,1,0
0.79345,0.86515,0,1,0
0.79392,0.86592,0,1,0
0.79447,0.86662,0,1,0
0.79510,0.86725,0,1,0
0.79581,0.86781,0,1,0
0.79657,0.86827,0,1,0
0.79739,0.86865,0,1,0
0.79826,0.86893,0,1,0
0.79918,0.86910,0,1,0
0.80012,0.86916,0,1,0
0.80107,0.86910,0,1,0
0.80198,0.86893,0,1,0
0.80285,0.86865,0,1,0
0.80368,0.86827,0,1,0
0.80444,0.86781,0,1,0
0.80514,0.86725,0,1,0
0.80577,0.86662,0,1,0
0.80633,0.86592,0,1,0
0.80680,0.86515,0,1,0
0.80717,0.86433,0,1,0
0.80745,0.86346,0,1,0
0.80762,0.86255,0,1,0
0.80768,0.86160,0,1,0
0.80762,0.86066,0,1,0
0.80745,0.85974,0,1,0
0.80717,0.85887,0,1,0
0.80680,0.85805,0,1,0
0.80633,0.85729,0,1,0
0.80577,0.85658,0,1,0
0.80514,0.85595,0,1,0
0.80444,0.85540,0,1,0
0.80368,0.85493,0,1,0
0.80285,0.85455,0,1,0
0.80198,0.85428,0,1,0
0.80107,0.85410,0,1,0
0.80012,0.85405,0,1,0
0.79918,0.85410,0,1,0
0.79826,0.85428,0,1,0
0.79739,0.85455,0,1,0
0.79657,0.85493,0,1,0
0.79581,0.85540,0,1,0
0.79510,0.85595,0,1,0
0.79447,0.85658,0,1,0
0.79392,0.85729,0,1,0
0.79345,0.85805,0,1,0
0.79307,0.85887,0,1,0
0.79280,0.85974,0,1,0
0.79262,0.86066,0,1,0
0.79256,0.86160,0,1,0
0.79290,0.68803,0,0,0
0.79298,0.68929,0,1,0
0.79321,0.69051,0,1,0
0.79358,0.69167,0,1,0
0.79408,0.69277,0,1,0
0.79471,0.69379,0,1,0
0.79545,0.69473,0,1,0
0.79629,0.69557,0,1,0
0.79723,0.69631,0,1,0
0.79825,0.69694,0,1,0
0.79935,0.69744,0,1,0
0.80051,0.69781,0,1,0
0.80173,0.69804,0,1,0
0.80299,0.69812,0,1,0
0.80426,0.69804,0,1,0
0.80548,0.69781,0,1,0
0.80664,0.69744,0,1,0
0.80774,0.69694,0,1,0
0.80876,0.69631,0,1,0
0.80970,0.69557,0,1,0
0.81054,0.69473,0,1,0
0.81128,0.69379,0,1,0
0.81190,0.69277,0,1,0
0.81241,0.69167,0,1,0
0.81278,0.69051,0,1,0
0.81301,0.68929,0,1,0
0.81309,0.68803,0,1,0
0.81301,0.68676,0,1,0
0.81278,0.68554,0,1,0
0.81241,0.68438,0,1,0
0.81190,0.68328,0,1,0
0.81128,0.68226,0,1,0
0.81054,0.68133,0,1,0
0.80970,0.68048,0,1,0
0.80876,0.67974,0,1,0
0.80774,0.67912,0,1,0
0.80664,0.67861,0,1,0
0.80548,0.67824,0,1,0
0.80426,0.67801,0,1,0
0.80299,0.67793,0,1,0
0.80173,0.67801,0,1,0
0.80051,0.67824,0,1,0
0.79935,0.67861,0,1,0
0.79825,0.67912,0,1,0
0.79723,0.67974,0,1,0
0.79629,0.68048,0,1,0
0.79545,0.68133,0,1,0
0.79471,0.68226,0,1,0
0.79408,0.68328,0,1,0
0.79358,0.68438,0,1,0
0.79321,0.68554,0,1,0
0.79298,0.68676,0,1,0
0.79290,0.68803,0,1,0
0.85346,0.56020,0,0,0
0.85354,0.56146,0,1,0
0.85377,0.56268,0,1,0
0.85414,0.56385,0,1,0
0.85465,0.56494,0,1,0
0.85527,0.56596,0,1,0
0.85601,0.56690,0,1,0
0.85685,0.56774,0,1,0
0.85779,0.56848,0,1,0
0.85881,0.56911,0,1,0
0.85991,0.56961,0,1,0
0.86107,0.56998,0,1,0
0.86229,0.57021,0,1,0
0.86356,0.57029,0,1,0
0.86482,0.57021,0,1,0
0.86604,0.56998,0,1,0
0.86720,0.56961,0,1,0
0.86830,0.56911,0,1,0
0.86932,0.56848,0,1,0
0.87026,0.56774,0,1,0
0.87110,0.56690,0,1,0
0.87184,0.56596,0,1,0
0.87247,0.56494,0,1,0
0.87297,0.56385,0,1,0
0.87334,0.56268,0,1,0
0.87357,0.56146,0,1,0
0.87365,0.56020,0,1,0
0.87357,0.55893,0,1,0
0.87334,0.55772,0,1,0
0.87297,0.55655,0,1,0
0.87247,0.55546,0,1,0
0.87184,0.55443,0,1,0
0.87110,0.55350,0,1,0
0.87026,0.55266,0,1,0
0.86932,0.55192,0,1,0
0.86830,0.55129,0,1,0
0.86720,0.55079,0,1,0
0.86604,0.55042,0,1,0
0.86482,0.55019,0,1,0
0.86356,0.55011,0,1,0
0.86229,0.55019,0,1,0
0.86107,0.55042,0,1,0
0.85991,0.55079,0,1,0
0.85881,0.55129,0,1,0
0.85779,0.55192,0,1,0
0.85685,0.55266,0,1,0
0.85601,0.55350,0,1,0
0.85527,0.55443,0,1,0
0.85465,0.55546,0,1,0
0.85414,0.55655,0,1,0
0.85377,0.55772,0,1,0
0.85354,0.55893,0,1,0
0.85346,0.56020,0,1,0
1.57887,0.69341,0,0,0
1.57895,0.69467,0,1,0
1.57918,0.69589,0,1,0
1.57955,0.69706,0,1,0
1.58005,0.69815,0,1,0
1.58068,0.69917,0,1,0
1.58142,0.70011,0,1,0
1.58226,0.70095,0,1,0
1.58320,0.70169,0,1,0
1.58422,0.70232,0,1,0
1.58532,0.70282,0,1,0
1.58648,0.70319,0,1,0
1.58770,0.70342,0,1,0
1.58896,0.70350,0,1,0
1.59023,0.70342,0,1,0
1.59145,0.70319,0,1,0
1.59261,0.70282,0,1,0
1.59371,0.70232,0,1,0
1.59473,0.70169,0,1,0
1.59567,0.70095,0,1,0
1.59651,0.70011,0,1,0
1.59725,0.69917,0,1,0
1.59787,0.69815,0,1,0
1.59838,0.69706,0,1,0
1.59875,0.69589,0,1,0
1.59898,0.69467,0,1,0
1.59906,0.69341,0,1,0
1.59898,0.69214,0,1,0
1.59875,0.69092,0,1,0
1.59838,0.68976,0,1,0
1.59787,0.68867,0,1,0
1.59725,0.68764,0,1,0
1.59651,0.68671,0,1,0
1.59567,0.68587,0,1,0
1.59473,0.68513,0,1,0
1.59371,0.68450,0,1,0
1.59261,0.68400,0,1,0
1.59145,0.68363,0,1,0
1.59023,0.68340,0,1,0
1.58896,0.68332,0,1,0
1.58770,0.68340,0,1,0
1.58648,0.68363,0,1,0
1.58532,0.68400,0,1,0
1.58422,0.68450,0,1,0
1.58320,0.68513,0,1,0
1.58226,0.68587,0,1,0
1.58142,0.68671,0,1,0
