x,y,z,pen,layer
1.58068,0.68764,0,1,0
1.58005,0.68867,0,1,0
1.57955,0.68976,0,1,0
1.57918,0.69092,0,1,0
1.57895,0.69214,0,1,0
1.57887,0.69341,0,1,0
1.83996,0.70821,0,0,0
1.84004,0.70948,0,1,0
1.84027,0.71069,0,1,0
1.84064,0.71186,0,1,0
1.84115,0.71295,0,1,0
1.84177,0.71397,0,1,0
1.84251,0.71491,0,1,0
1.84335,0.71575,0,1,0
1.84429,0.71649,0,1,0
1.84531,0.71712,0,1,0
1.84641,0.71762,0,1,0
1.84757,0.71799,0,1,0
1.84879,0.71822,0,1,0
1.85006,0.71830,0,1,0
1.85132,0.71822,0,1,0
1.85254,0.71799,0,1,0
1.85370,0.71762,0,1,0
1.85480,0.71712,0,1,0
1.85582,0.71649,0,1,0
1.85676,0.71575,0,1,0
1.85760,0.71491,0,1,0
1.85834,0.71397,0,1,0
1.85897,0.71295,0,1,0
1.85947,0.71186,0,1,0
1.85984,0.71069,0,1,0
1.86007,0.70948,0,1,0
1.86015,0.70821,0,1,0
1.86007,0.70694,0,1,0
1.85984,0.70573,0,1,0
1.85947,0.70456,0,1,0
1.85897,0.70347,0,1,0
1.85834,0.70245,0,1,0
1.85760,0.70151,0,1,0
1.85676,0.70067,0,1,0
1.85582,0.69993,0,1,0
1.85480,0.69930,0,1,0
1.85370,0.69880,0,1,0
1.85254,0.69843,0,1,0
1.85132,0.69820,0,1,0
1.85006,0.69812,0,1,0
1.84879,0.69820,0,1,0
1.84757,0.69843,0,1,0
1.84641,0.69880,0,1,0
1.84531,0.69930,0,1,0
1.84429,0.69993,0,1,0
1.84335,0.70067,0,1,0
1.84251,0.70151,0,1,0
1.84177,0.70245,0,1,0
1.84115,0.70347,0,1,0
1.84064,0.70456,0,1,0
1.84027,0.70573,0,1,0
1.84004,0.70694,0,1,0
1.83996,0.70821,0,1,0
1.71076,0.76338,0,0,0
1.71084,0.76464,0,1,0
1.71107,0.76586,0,1,0
1.71144,0.76702,0,1,0
1.71195,0.76812,0,1,0
1.71257,0.76914,0,1,0
1.71331,0.77008,0,1,0
1.71415,0.77092,0,1,0
1.71509,0.77166,0,1,0
1.71611,0.77229,0,1,0
1.71721,0.77279,0,1,0
1.71837,0.77316,0,1,0
1.71959,0.77339,0,1,0
1.72086,0.77347,0,1,0
1.72212,0.77339,0,1,0
1.72334,0.77316,0,1,0
1.72450,0.77279,0,1,0
1.72560,0.77229,0,1,0
1.72662,0.77166,0,1,0
1.72756,0.77092,0,1,0
1.72840,0.77008,0,1,0
1.72914,0.76914,0,1,0
1.72977,0.76812,0,1,0
1.73027,0.76702,0,1,0
1.73064,0.76586,0,1,0
1.73087,0.76464,0,1,0
1.73095,0.76338,0,1,0
1.73087,0.76211,0,1,0
1.73064,0.76089,0,1,0
1.73027,0.75973,0,1,0
1.72977,0.75863,0,1,0
1.72914,0.75761,0,1,0
1.72840,0.75668,0,1,0
1.72756,0.75583,0,1,0
1.72662,0.75509,0,1,0
1.72560,0.75447,0,1,0
1.72450,0.75397,0,1,0
1.72334,0.75359,0,1,0
1.72212,0.75336,0,1,0
1.72086,0.75329,0,1,0
1.71959,0.75336,0,1,0
1.71837,0.75359,0,1,0
1.71721,0.75397,0,1,0
1.71611,0.75447,0,1,0
1.71509,0.75509,0,1,0
1.71415,0.75583,0,1,0
1.71331,0.75668,0,1,0
1.71257,0.75761,0,1,0
1.71195,0.75863,0,1,0
1.71144,0.75973,0,1,0
1.71107,0.76089,0,1,0
1.71084,0.76211,0,1,0
1.71076,0.76338,0,1,0
1.57887,0.75800,0,0,0
1.57895,0.75926,0,1,0
1.57918,0.76048,0,1,0
1.57955,0.76164,0,1,0
1.58005,0.76274,0,1,0
1.58068,0.76376,0,1,0
1.58142,0.76470,0,1,0
1.58226,0.76554,0,1,0
1.58320,0.76628,0,1,0
1.58422,0.76690,0,1,0
1.58532,0.76741,0,1,0
1.58648,0.76778,0,1,0
1.58770,0.76801,0,1,0
1.58896,0.76809,0,1,0
1.59023,0.76801,0,1,0
1.59145,0.76778,0,1,0
1.59261,0.76741,0,1,0
1.59371,0.76690,0,1,0
1.59473,0.76628,0,1,0
1.59567,0.76554,0,1,0
1.59651,0.76470,0,1,0
1.59725,0.76376,0,1,0
1.59787,0.76274,0,1,0
1.59838,0.76164,0,1,0
1.59875,0.76048,0,1,0
1.59898,0.75926,0,1,0
1.59906,0.75800,0,1,0
1.59898,0.75673,0,1,0
1.59875,0.75551,0,1,0
1.59838,0.75435,0,1,0
1.59787,0.75325,0,1,0
1.59725,0.75223,0,1,0
1.59651,0.75129,0,1,0
1.59567,0.75045,0,1,0
1.59473,0.74971,0,1,0
1.59371,0.74909,0,1,0
1.59261,0.74858,0,1,0
1.59145,0.74821,0,1,0
1.59023,0.74798,0,1,0
1.58896,0.74790,0,1,0
1.58770,0.74798,0,1,0
1.58648,0.74821,0,1,0
1.58532,0.74858,0,1,0
1.58422,0.74909,0,1,0
1.58320,0.74971,0,1,0
1.58226,0.75045,0,1,0
1.58142,0.75129,0,1,0
1.58068,0.75223,0,1,0
1.58005,0.75325,0,1,0
1.57955,0.75435,0,1,0
1.57918,0.75551,0,1,0
1.57895,0.75673,0,1,0
1.57887,0.75800,0,1,0
1.31690,1.78761,0,0,0
1.31883,1.78780,0,1,0
1.32076,1.78798,0,1,0
1.32269,1.78817,0,1,0
1.32463,1.78835,0,1,0
1.32656,1.78854,0,1,0
1.32849,1.78872,0,1,0
1.33042,1.78891,0,1,0
1.33235,1.78909,0,1,0
1.33428,1.78927,0,1,0
1.33621,1.78946,0,1,0
1.33814,1.78964,0,1,0
1.34007,1.78983,0,1,0
1.34200,1.79001,0,1,0
1.34008,1.79012,0,1,0
1.33815,1.79023,0,1,0
1.33622,1.79034,0,1,0
1.33429,1.79045,0,1,0
1.33237,1.79056,0,1,0
1.33044,1.79067,0,1,0
1.32851,1.79077,0,1,0
1.32658,1.79088,0,1,0
1.32466,1.79099,0,1,0
1.32273,1.79110,0,1,0
1.32080,1.79121,0,1,0
1.31888,1.79132,0,1,0
1.31695,1.79143,0,1,0
1.31671,1.79252,0,1,0
1.31637,1.79358,0,1,0
1.31594,1.79458,0,1,0
1.31540,1.79554,0,1,0
1.31479,1.79643,0,1,0
1.31409,1.79725,0,1,0
1.31331,1.79800,0,1,0
1.31247,1.79868,0,1,0
1.31156,1.79927,0,1,0
1.31059,1.79977,0,1,0
1.30957,1.80018,0,1,0
1.30850,1.80049,0,1,0
1.30739,1.80069,0,1,0
1.30735,1.80111,0,1,0
1.30724,1.80228,0,1,0
1.30707,1.80406,0,1,0
1.30685,1.80633,0,1,0
1.30660,1.80893,0,1,0
1.30633,1.81174,0,1,0
1.30605,1.81462,0,1,0
1.30578,1.81743,0,1,0
1.30553,1.82003,0,1,0
1.30532,1.82229,0,1,0
1.30514,1.82408,0,1,0
1.30503,1.82525,0,1,0
1.30499,1.82567,0,1,0
1.30488,1.82373,0,1,0
1.30477,1.82180,0,1,0
1.30466,1.81986,0,1,0
1.30455,1.81792,0,1,0
1.30444,1.81598,0,1,0
1.30433,1.81405,0,1,0
1.30422,1.81211,0,1,0
1.30411,1.81017,0,1,0
1.30400,1.80823,0,1,0
1.30389,1.80630,0,1,0
1.30378,1.80436,0,1,0
1.30367,1.80242,0,1,0
1.30356,1.80049,0,1,0
1.30253,1.80020,0,1,0
1.30155,1.79983,0,1,0
1.30061,1.79937,0,1,0
1.29973,1.79882,0,1,0
1.29890,1.79819,0,1,0
1.29814,1.79749,0,1,0
1.29744,1.79673,0,1,0
1.29682,1.79590,0,1,0
1.29628,1.79501,0,1,0
1.29582,1.79407,0,1,0
1.29545,1.79308,0,1,0
1.29517,1.79205,0,1,0
1.29499,1.79098,0,1,0
1.29456,1.79094,0,1,0
1.29335,1.79083,0,1,0
1.29152,1.79066,0,1,0
1.28919,1.79045,0,1,0
1.28652,1.79021,0,1,0
1.28363,1.78995,0,1,0
1.28068,1.78968,0,1,0
1.27779,1.78941,0,1,0
1.27512,1.78917,0,1,0
1.27280,1.78896,0,1,0
1.27096,1.78879,0,1,0
1.26976,1.78868,0,1,0
1.26933,1.78864,0,1,0
1.27131,1.78854,0,1,0
1.27330,1.78843,0,1,0
1.27529,1.78832,0,1,0
1.27728,1.78822,0,1,0
1.27927,1.78811,0,1,0
1.28125,1.78800,0,1,0
1.28324,1.78790,0,1,0
1.28523,1.78779,0,1,0
1.28722,1.78768,0,1,0
1.28920,1.78758,0,1,0
1.29119,1.78747,0,1,0
1.29318,1.78736,0,1,0
1.29517,1.78725,0,1,0
1.29543,1.78627,0,1,0
1.29578,1.78533,0,1,0
1.29621,1.78443,0,1,0
1.29671,1.78357,0,1,0
1.29729,1.78277,0,1,0
1.29794,1.78202,0,1,0
1.29865,1.78134,0,1,0
1.29942,1.78072,0,1,0
1.30025,1.78016,0,1,0
1.30113,1.77968,0,1,0
1.30205,1.77928,0,1,0
1.30301,1.77896,0,1,0
1.30401,1.77873,0,1,0
1.30404,1.77830,0,1,0
1.30415,1.77709,0,1,0
1.30432,1.77525,0,1,0
1.30453,1.77292,0,1,0
1.30477,1.77024,0,1,0
1.30504,1.76734,0,1,0
1.30531,1.76438,0,1,0
1.30557,1.76148,0,1,0
1.30581,1.75880,0,1,0
1.30602,1.75647,0,1,0
1.30619,1.75463,0,1,0
1.30630,1.75342,0,1,0
1.30634,1.75299,0,1,0
1.30644,1.75496,0,1,0
1.30655,1.75694,0,1,0
1.30665,1.75892,0,1,0
1.30676,1.76090,0,1,0
1.30686,1.76287,0,1,0
1.30697,1.76485,0,1,0
1.30707,1.76683,0,1,0
1.30718,1.76880,0,1,0
1.30729,1.77078,0,1,0
1.30739,1.77276,0,1,0
1.30750,1.77473,0,1,0
1.30760,1.77671,0,1,0
1.30771,1.77869,0,1,0
1.30876,1.77892,0,1,0
1.30977,1.77924,0,1,0
1.31074,1.77965,0,1,0
1.31166,1.78015,0,1,0
1.31253,1.78073,0,1,0
1.31334,1.78138,0,1,0
1.31408,1.78210,0,1,0
1.31475,1.78288,0,1,0
1.31535,1.78373,0,1,0
1.31587,1.78463,0,1,0
1.31631,1.78558,0,1,0
1.31665,1.78658,0,1,0
1.31690,1.78761,0,1,0
0.89328,1.50823,0,0,0
0.89521,1.50842,0,1,0
0.89714,1.50860,0,1,0
0.89907,1.50879,0,1,0
0.90100,1.50897,0,1,0
0.90293,1.50915,0,1,0
0.90486,1.50934,0,1,0
0.90679,1.50952,0,1,0
0.90872,1.50971,0,1,0
0.91065,1.50989,0,1,0
0.91259,1.51008,0,1,0
0.91452,1.51026,0,1,0
0.91645,1.51045,0,1,0
0.91838,1.51063,0,1,0
0.91645,1.51074,0,1,0
0.91452,1.51085,0,1,0
0.91260,1.51096,0,1,0
0.91067,1.51107,0,1,0
0.90874,1.51117,0,1,0
0.90681,1.51128,0,1,0
0.90489,1.51139,0,1,0
0.90296,1.51150,0,1,0
0.90103,1.51161,0,1,0
0.89910,1.51172,0,1,0
0.89718,1.51183,0,1,0
0.89525,1.51194,0,1,0
0.89332,1.51204,0,1,0
0.89309,1.51314,0,1,0
0.89276,1.51420,0,1,0
0.89232,1.51520,0,1,0
0.89179,1.51615,0,1,0
0.89117,1.51705,0,1,0
0.89047,1.51787,0,1,0
0.88970,1.51862,0,1,0
0.88885,1.51930,0,1,0
0.88794,1.51989,0,1,0
0.88697,1.52039,0,1,0
0.88595,1.52080,0,1,0
0.88488,1.52111,0,1,0
0.88377,1.52131,0,1,0
0.88373,1.52173,0,1,0
0.88361,1.52290,0,1,0
0.88344,1.52468,0,1,0
0.88323,1.52695,0,1,0
0.88298,1.52955,0,1,0
0.88271,1.53236,0,1,0
0.88243,1.53524,0,1,0
0.88216,1.53804,0,1,0
0.88191,1.54065,0,1,0
0.88169,1.54291,0,1,0
0.88152,1.54470,0,1,0
0.88141,1.54587,0,1,0
0.88137,1.54629,0,1,0
0.88126,1.54435,0,1,0
0.88115,1.54241,0,1,0
0.88104,1.54048,0,1,0
0.88093,1.53854,0,1,0
0.88082,1.53660,0,1,0
0.88071,1.53466,0,1,0
0.88061,1.53273,0,1,0
0.88050,1.53079,0,1,0
0.88039,1.52885,0,1,0
0.88028,1.52692,0,1,0
0.88017,1.52498,0,1,0
0.88006,1.52304,0,1,0
0.87995,1.52110,0,1,0
0.87892,1.52082,0,1,0
0.87794,1.52045,0,1,0
0.87700,1.51998,0,1,0
0.87611,1.51944,0,1,0
0.87528,1.51881,0,1,0
0.87452,1.51811,0,1,0
0.87382,1.51735,0,1,0
0.87320,1.51652,0,1,0
0.87266,1.51563,0,1,0
0.87219,1.51469,0,1,0
0.87182,1.51370,0,1,0
0.87154,1.51266,0,1,0
0.87136,1.51160,0,1,0
0.87093,1.51156,0,1,0
0.86973,1.51145,0,1,0
0.86789,1.51128,0,1,0
0.86557,1.51107,0,1,0
0.86290,1.51083,0,1,0
0.86001,1.51056,0,1,0
0.85706,1.51029,0,1,0
0.85417,1.51003,0,1,0
0.85150,1.50979,0,1,0
0.84917,1.50958,0,1,0
0.84734,1.50941,0,1,0
0.84613,1.50930,0,1,0
0.84570,1.50926,0,1,0
0.84769,1.50916,0,1,0
0.84968,1.50905,0,1,0
0.85167,1.50894,0,1,0
0.85365,1.50884,0,1,0
0.85564,1.50873,0,1,0
0.85763,1.50862,0,1,0
0.85962,1.50851,0,1,0
0.86160,1.50841,0,1,0
0.86359,1.50830,0,1,0
0.86558,1.50819,0,1,0
0.86757,1.50809,0,1,0
0.86955,1.50798,0,1,0
0.87154,1.50787,0,1,0
0.87180,1.50689,0,1,0
0.87215,1.50595,0,1,0
0.87258,1.50505,0,1,0
0.87309,1.50419,0,1,0
0.87367,1.50339,0,1,0
0.87432,1.50264,0,1,0
0.87503,1.50196,0,1,0
0.87580,1.50133,0,1,0
0.87662,1.50078,0,1,0
0.87750,1.50030,0,1,0
0.87842,1.49990,0,1,0
0.87938,1.49958,0,1,0
0.88038,1.49935,0,1,0
0.88042,1.49892,0,1,0
0.88053,1.49771,0,1,0
0.88070,1.49587,0,1,0
0.88091,1.49354,0,1,0
0.88115,1.49085,0,1,0
0.88141,1.48796,0,1,0
0.88168,1.48500,0,1,0
0.88194,1.48210,0,1,0
0.88219,1.47942,0,1,0
0.88240,1.47709,0,1,0
0.88256,1.47525,0,1,0
0.88267,1.47404,0,1,0
0.88271,1.47361,0,1,0
0.88282,1.47558,0,1,0
0.88293,1.47756,0,1,0
0.88303,1.47954,0,1,0
0.88314,1.48151,0,1,0
0.88325,1.48349,0,1,0
0.88335,1.48547,0,1,0
0.88346,1.48744,0,1,0
0.88357,1.48942,0,1,0
0.88368,1.49140,0,1,0
0.88378,1.49338,0,1,0
0.88389,1.49535,0,1,0
0.88400,1.49733,0,1,0
0.88410,1.49931,0,1,0
0.88516,1.49953,0,1,0
0.88617,1.49985,0,1,0
0.88714,1.50026,0,1,0
0.88806,1.50076,0,1,0
0.88893,1.50134,0,1,0
0.88973,1.50199,0,1,0
0.89047,1.50271,0,1,0
0.89115,1.50350,0,1,0
0.89174,1.50434,0,1,0
0.89226,1.50524,0,1,0
0.89269,1.50620,0,1,0
0.89303,1.50719,0,1,0
0.89328,1.50823,0,1,0
1.83166,0.76957,0,0,0
1.83359,0.76975,0,1,0
1.83552,0.76994,0,1,0
1.83746,0.77012,0,1,0
1.83939,0.77031,0,1,0
1.84132,0.77049,0,1,0
1.84325,0.77067,0,1,0
1.84518,0.77086,0,1,0
1.84711,0.77104,0,1,0
1.84904,0.77123,0,1,0
1.85097,0.77141,0,1,0
1.85290,0.77160,0,1,0
1.85483,0.77178,0,1,0
1.85676,0.77197,0,1,0
1.85484,0.77208,0,1,0
1.85291,0.77218,0,1,0
1.85098,0.77229,0,1,0
1.84905,0.77240,0,1,0
1.84713,0.77251,0,1,0
1.84520,0.77262,0,1,0
1.84327,0.77273,0,1,0
1.84135,0.77284,0,1,0
1.83942,0.77294,0,1,0
1.83749,0.77305,0,1,0
1.83556,0.77316,0,1,0
1.83364,0.77327,0,1,0
1.83171,0.77338,0,1,0
1.83148,0.77448,0,1,0
1.83114,0.77553,0,1,0
1.83070,0.77654,0,1,0
1.83017,0.77749,0,1,0
1.82956,0.77838,0,1,0
1.82886,0.77921,0,1,0
1.82808,0.77996,0,1,0
1.82723,0.78063,0,1,0
1.82632,0.78123,0,1,0
1.82535,0.78173,0,1,0
1.82433,0.78213,0,1,0
1.82326,0.78244,0,1,0
1.82215,0.78264,0,1,0
1.82211,0.78306,0,1,0
1.82200,0.78423,0,1,0
1.82183,0.78602,0,1,0
1.82161,0.78828,0,1,0
1.82136,0.79089,0,1,0
1.82109,0.79369,0,1,0
1.82081,0.79657,0,1,0
1.82054,0.79938,0,1,0
1.82029,0.80198,0,1,0
1.82008,0.80425,0,1,0
1.81991,0.80603,0,1,0
1.81979,0.80720,0,1,0
1.81975,0.80762,0,1,0
1.81964,0.80569,0,1,0
1.81954,0.80375,0,1,0
1.81943,0.80181,0,1,0
1.81932,0.79987,0,1,0
1.81921,0.79794,0,1,0
1.81910,0.79600,0,1,0
1.81899,0.79406,0,1,0
1.81888,0.79213,0,1,0
1.81877,0.79019,0,1,0
1.81867,0.78825,0,1,0
1.81856,0.78631,0,1,0
1.81845,0.78438,0,1,0
1.81834,0.78244,0,1,0
1.81731,0.78216,0,1,0
1.81633,0.78178,0,1,0
1.81539,0.78132,0,1,0
1.81451,0.78077,0,1,0
1.81369,0.78015,0,1,0
1.81292,0.77945,0,1,0
1.81223,0.77868,0,1,0
1.81161,0.77785,0,1,0
1.81106,0.77696,0,1,0
1.81060,0.77602,0,1,0
1.81023,0.77503,0,1,0
1.80995,0.77400,0,1,0
1.80977,0.77293,0,1,0
1.80934,0.77289,0,1,0
1.80814,0.77278,0,1,0
1.80630,0.77262,0,1,0
1.80398,0.77240,0,1,0
1.80130,0.77216,0,1,0
1.79842,0.77190,0,1,0
1.79546,0.77163,0,1,0
1.79258,0.77137,0,1,0
1.78990,0.77113,0,1,0
1.78758,0.77091,0,1,0
1.78575,0.77075,0,1,0
1.78454,0.77064,0,1,0
1.78411,0.77060,0,1,0
1.78610,0.77049,0,1,0
1.78809,0.77038,0,1,0
1.79007,0.77028,0,1,0
1.79206,0.77017,0,1,0
1.79405,0.77006,0,1,0
1.79604,0.76996,0,1,0
1.79802,0.76985,0,1,0
1.80001,0.76974,0,1,0
1.80200,0.76964,0,1,0
1.80399,0.76953,0,1,0
1.80598,0.76942,0,1,0
1.80796,0.76931,0,1,0
1.80995,0.76921,0,1,0
1.81021,0.76823,0,1,0
1.81056,0.76728,0,1,0
1.81099,0.76638,0,1,0
1.81150,0.76553,0,1,0
1.81208,0.76473,0,1,0
1.81273,0.76398,0,1,0
1.81344,0.76329,0,1,0
1.81421,0.76267,0,1,0
1.81503,0.76212,0,1,0
1.81591,0.76164,0,1,0
1.81683,0.76124,0,1,0
1.81779,0.76092,0,1,0
1.81879,0.76069,0,1,0
1.81883,0.76025,0,1,0
1.81894,0.75905,0,1,0
1.81910,0.75721,0,1,0
1.81931,0.75487,0,1,0
1.81956,0.75219,0,1,0
1.81982,0.74930,0,1,0
1.82009,0.74633,0,1,0
1.82035,0.74344,0,1,0
1.82059,0.74075,0,1,0
1.82081,0.73842,0,1,0
1.82097,0.73658,0,1,0
1.82108,0.73538,0,1,0
1.82112,0.73494,0,1,0
1.82123,0.73692,0,1,0
1.82133,0.73890,0,1,0
1.82144,0.74087,0,1,0
1.82155,0.74285,0,1,0
1.82166,0.74483,0,1,0
1.82176,0.74680,0,1,0
1.82187,0.74878,0,1,0
1.82198,0.75076,0,1,0
1.82208,0.75273,0,1,0
1.82219,0.75471,0,1,0
1.82230,0.75669,0,1,0
1.82240,0.75866,0,1,0
1.82251,0.76064,0,1,0
1.82356,0.76087,0,1,0
1.82456,0.76119,0,1,0
1.82552,0.76160,0,1,0
1.82644,0.76209,0,1,0
1.82730,0.76266,0,1,0
1.82811,0.76331,0,1,0
1.82885,0.76404,0,1,0
1.82952,0.76482,0,1,0
1.83011,0.76567,0,1,0
1.83063,0.76657,0,1,0
1.83107,0.76753,0,1,0
1.83141,0.76853,0,1,0
1.83166,0.76957,0,1,0
0.80849,0.38335,0,0,0
0.81042,0.38353,0,1,0
0.81235,0.38372,0,1,0
0.81428,0.38390,0,1,0
0.81621,0.38409,0,1,0
0.81814,0.38427,0,1,0
0.82007,0.38446,0,1,0
0.82201,0.38464,0,1,0
0.82394,0.38483,0,1,0
0.82587,0.38501,0,1,0
0.82780,0.38519,0,1,0
0.82973,0.38538,0,1,0
0.83166,0.38556,0,1,0
0.83359,0.38575,0,1,0
0.83166,0.38586,0,1,0
0.82974,0.38597,0,1,0
0.82781,0.38607,0,1,0
0.82588,0.38618,0,1,0
0.82395,0.38629,0,1,0
0.82203,0.38640,0,1,0
0.82010,0.38651,0,1,0
0.81817,0.38662,0,1,0
0.81624,0.38673,0,1,0
0.81432,0.38683,0,1,0
0.81239,0.38694,0,1,0
0.81046,0.38705,0,1,0
0.80853,0.38716,0,1,0
0.80830,0.38826,0,1,0
0.80796,0.38931,0,1,0
0.80752,0.39032,0,1,0
0.80699,0.39127,0,1,0
0.80637,0.39216,0,1,0
0.80567,0.39299,0,1,0
0.80490,0.39374,0,1,0
0.80405,0.39441,0,1,0
0.80315,0.39501,0,1,0
0.80218,0.39551,0,1,0
0.80116,0.39592,0,1,0
0.80009,0.39622,0,1,0
0.79898,0.39642,0,1,0
0.79894,0.39684,0,1,0
0.79883,0.39801,0,1,0
0.79865,0.39980,0,1,0
0.79844,0.40206,0,1,0
0.79819,0.40466,0,1,0
0.79792,0.40747,0,1,0
0.79764,0.41034,0,1,0
0.79737,0.41315,0,1,0
0.79712,0.41575,0,1,0
0.79690,0.41801,0,1,0
0.79673,0.41979,0,1,0
0.79662,0.42096,0,1,0
0.79658,0.42138,0,1,0
0.79647,0.41945,0,1,0
0.79636,0.41751,0,1,0
0.79625,0.41558,0,1,0
0.79614,0.41364,0,1,0
0.79604,0.41170,0,1,0
0.79593,0.40977,0,1,0
0.79582,0.40783,0,1,0
0.79571,0.40590,0,1,0
0.79560,0.40396,0,1,0
0.79549,0.40203,0,1,0
0.79538,0.40009,0,1,0
0.79527,0.39816,0,1,0
0.79517,0.39622,0,1,0
0.79414,0.39594,0,1,0
0.79315,0.39556,0,1,0
0.79221,0.39510,0,1,0
0.79132,0.39455,0,1,0
0.79049,0.39393,0,1,0
0.78973,0.39323,0,1,0
0.78903,0.39246,0,1,0
0.78841,0.39163,0,1,0
0.78787,0.39074,0,1,0
0.78741,0.38980,0,1,0
0.78703,0.38881,0,1,0
0.78676,0.38778,0,1,0
0.78658,0.38671,0,1,0
0.78614,0.38667,0,1,0
0.78494,0.38656,0,1,0
0.78311,0.38640,0,1,0
0.78078,0.38619,0,1,0
0.77811,0.38594,0,1,0
0.77522,0.38568,0,1,0
0.77227,0.38541,0,1,0
0.76938,0.38515,0,1,0
0.76671,0.38491,0,1,0
0.76438,0.38470,0,1,0
0.76255,0.38453,0,1,0
0.76135,0.38442,0,1,0
0.76091,0.38438,0,1,0
0.76290,0.38427,0,1,0
0.76489,0.38417,0,1,0
0.76688,0.38406,0,1,0
0.76887,0.38395,0,1,0
0.77085,0.38385,0,1,0
0.77284,0.38374,0,1,0
0.77483,0.38363,0,1,0
0.77682,0.38352,0,1,0
0.77880,0.38342,0,1,0
0.78079,0.38331,0,1,0
0.78278,0.38320,0,1,0
0.78477,0.38310,0,1,0
0.78675,0.38299,0,1,0
0.78702,0.38201,0,1,0
0.78736,0.38106,0,1,0
0.78779,0.38016,0,1,0
0.78830,0.37931,0,1,0
0.78888,0.37850,0,1,0
0.78953,0.37775,0,1,0
0.79024,0.37706,0,1,0
0.79101,0.37644,0,1,0
0.79184,0.37589,0,1,0
0.79271,0.37541,0,1,0
0.79363,0.37501,0,1,0
0.79459,0.37469,0,1,0
0.79559,0.37447,0,1,0
0.79563,0.37403,0,1,0
0.79574,0.37283,0,1,0
0.79591,0.37099,0,1,0
0.79612,0.36866,0,1,0
0.79636,0.36597,0,1,0
0.79662,0.36308,0,1,0
0.79689,0.36011,0,1,0
0.79716,0.35722,0,1,0
0.79740,0.35454,0,1,0
0.79761,0.35220,0,1,0
0.79778,0.35036,0,1,0
0.79789,0.34916,0,1,0
0.79792,0.34872,0,1,0
0.79803,0.35070,0,1,0
0.79814,0.35268,0,1,0
0.79825,0.35465,0,1,0
0.79835,0.35663,0,1,0
0.79846,0.35861,0,1,0
0.79857,0.36058,0,1,0
0.79867,0.36256,0,1,0
0.79878,0.36454,0,1,0
0.79889,0.36652,0,1,0
0.79899,0.36849,0,1,0
0.79910,0.37047,0,1,0
0.79921,0.37245,0,1,0
0.79932,0.37442,0,1,0
0.80036,0.37465,0,1,0
0.80138,0.37497,0,1,0
0.80234,0.37538,0,1,0
0.80326,0.37588,0,1,0
0.80413,0.37645,0,1,0
0.80494,0.37710,0,1,0
0.80568,0.37783,0,1,0
0.80635,0.37861,0,1,0
0.80695,0.37946,0,1,0
0.80747,0.38036,0,1,0
0.80790,0.38131,0,1,0
0.80824,0.38231,0,1,0
0.80849,0.38335,0,1,0
1.75192,0.57173,0,0,0
1.75385,0.57191,0,1,0
1.75578,0.57210,0,1,0
1.75771,0.57228,0,1,0
1.75965,0.57246,0,1,0
1.76158,0.57265,0,1,0
1.76351,0.57283,0,1,0
1.76544,0.57302,0,1,0
1.76737,0.57320,0,1,0
1.76930,0.57339,0,1,0
1.77123,0.57357,0,1,0
1.77316,0.57376,0,1,0
1.77509,0.57394,0,1,0
1.77702,0.57413,0,1,0
1.77509,0.57423,0,1,0
1.77317,0.57434,0,1,0
1.77124,0.57445,0,1,0
1.76931,0.57456,0,1,0
1.76739,0.57467,0,1,0
1.76546,0.57478,0,1,0
1.76353,0.57489,0,1,0
1.76160,0.57499,0,1,0
1.75968,0.57510,0,1,0
1.75775,0.57521,0,1,0
1.75582,0.57532,0,1,0
1.75390,0.57543,0,1,0
1.75197,0.57554,0,1,0
1.75174,0.57664,0,1,0
1.75140,0.57769,0,1,0
1.75096,0.57870,0,1,0
1.75043,0.57965,0,1,0
1.74982,0.58054,0,1,0
1.74912,0.58136,0,1,0
1.74834,0.58212,0,1,0
1.74749,0.58279,0,1,0
1.74658,0.58338,0,1,0
1.74561,0.58389,0,1,0
1.74459,0.58429,0,1,0
1.74352,0.58460,0,1,0
1.74241,0.58480,0,1,0
1.74237,0.58522,0,1,0
1.74226,0.58639,0,1,0
1.74209,0.58818,0,1,0
1.74187,0.59044,0,1,0
1.74162,0.59304,0,1,0
1.74135,0.59585,0,1,0
1.74107,0.59873,0,1,0
1.74080,0.60154,0,1,0
1.74055,0.60414,0,1,0
1.74034,0.60641,0,1,0
1.74016,0.60819,0,1,0
1.74005,0.60936,0,1,0
1.74001,0.60978,0,1,0
1.73990,0.60785,0,1,0
1.73979,0.60591,0,1,0
1.73969,0.60398,0,1,0
1.73958,0.60204,0,1,0
1.73947,0.60010,0,1,0
1.73936,0.59817,0,1,0
1.73925,0.59623,0,1,0
1.73914,0.59430,0,1,0
1.73903,0.59236,0,1,0
1.73892,0.59043,0,1,0
1.73882,0.58849,0,1,0
1.73871,0.58656,0,1,0
1.73860,0.58462,0,1,0
1.73757,0.58434,0,1,0
1.73659,0.58396,0,1,0
1.73565,0.58350,0,1,0
1.73477,0.58295,0,1,0
1.73394,0.58233,0,1,0
1.73318,0.58163,0,1,0
1.73249,0.58086,0,1,0
1.73187,0.58003,0,1,0
1.73132,0.57914,0,1,0
1.73086,0.57820,0,1,0
1.73049,0.57721,0,1,0
1.73021,0.57618,0,1,0
1.73003,0.57511,0,1,0
1.72960,0.57507,0,1,0
1.72839,0.57496,0,1,0
